Gene	sgRNA	NK_vs_Control|beta	NK_vs_Control|z	NK_vs_Control|p-value	NK_vs_Control|fdr	NK_vs_Control|wald-p-value	NK_vs_Control|wald-fdr
TBC1D32	4	0.08114	0.63419	0.41671	0.9678	0.52596	1
TBC1D4	4	0.063356	0.8289	0.53814	0.97898	0.40716	1
TBC1D5	4	-0.16588	-1.2842	0.072445	0.73491	0.19908	1
TBC1D7	4	-0.061642	-0.48874	0.44918	0.96924	0.62502	1
TBC1D8	4	0.046687	0.48067	0.66507	0.98986	0.63075	1
TBC1D8B	4	-0.018904	-0.20491	0.7661	0.99276	0.83764	1
TBC1D9	4	0.0033778	0.040556	0.96103	0.99788	0.96765	1
TBC1D9B	4	0.021443	0.22211	0.88068	0.99473	0.82423	1
TBCA	4	-0.0096507	-0.029718	0.84488	0.99276	0.97629	1
TBCB	4	-0.037657	-0.18306	0.61092	0.98204	0.85475	1
TBCC	4	0.0017119	0.014736	0.9454	0.99749	0.98824	1
TBCCD1	4	0.071769	0.84687	0.47693	0.97647	0.39707	1
TBCD	4	-0.0065055	-0.031685	0.87184	0.99445	0.97472	1
TBCE	4	-0.038321	-0.42939	0.60642	0.98163	0.66764	1
TBCEL	4	0.13444	1.5336	0.17035	0.87618	0.12514	1
TBCK	4	0.041364	0.22379	0.70827	0.99183	0.82292	1
TBK1	4	0.00053521	0.0034977	0.93467	0.99749	0.99721	1
TBKBP1	4	0.043779	0.5426	0.6887	0.99112	0.5874	1
TBL1X	4	0.0056782	0.056463	0.98082	0.99832	0.95497	1
TBL1XR1	4	0.27067	1.0821	0.0090626	0.32535	0.27919	1
TBL1Y	4	0.03384	0.37854	0.77327	0.99276	0.70503	1
TBL2	4	-0.015267	-0.15383	0.7969	0.99276	0.87774	1
TBL3	4	-0.22123	-1.2778	0.021406	0.48367	0.20132	1
TBP	4	-0.12029	-0.31997	0.17608	0.88193	0.74899	1
TBPL1	4	-0.14862	-1.8368	0.10503	0.81508	0.066243	1
TBPL2	4	0.071686	0.67834	0.47765	0.97647	0.49756	1
TBR1	4	0.094405	1.3154	0.33976	0.95276	0.18839	1
TBRG1	4	-0.10878	-1.2408	0.21361	0.91489	0.21467	1
TBRG4	4	-0.025289	-0.30952	0.7125	0.99183	0.75693	1
TBX1	4	0.13434	1.0158	0.17069	0.87618	0.30971	1
TBX10	4	0.033266	0.33098	0.77877	0.99276	0.74066	1
TBX15	4	0.026258	0.31447	0.83821	0.99276	0.75316	1
TBX18	4	-0.026207	-0.41717	0.70549	0.99183	0.67655	1
TBX19	4	0.10689	0.89281	0.27816	0.93549	0.37196	1
TBX2	4	-0.098924	-1.3581	0.25347	0.93425	0.17442	1
TBX20	4	-0.013304	-0.16126	0.81235	0.99276	0.87189	1
TBX21	4	0.051457	0.61291	0.62632	0.98462	0.53994	1
TBX22	4	-0.11719	-1.3439	0.18437	0.88301	0.17899	1
TBX3	4	0.034526	0.33672	0.76615	0.99276	0.73633	1
TBX4	4	-0.096803	-1.1445	0.26337	0.93425	0.25243	1
TBX5	4	-0.18586	-1.4967	0.049817	0.65931	0.13447	1
TBX6	4	-0.028043	-0.36112	0.69048	0.99129	0.71801	1
TBXA2R	4	0.074899	0.69562	0.4558	0.96963	0.48667	1
TBXAS1	4	-0.037425	-0.38728	0.61292	0.98244	0.69855	1
TC2N	4	-0.12349	-0.89679	0.16719	0.87618	0.36983	1
TCAIM	4	-0.09389	-0.87589	0.2756	0.93545	0.38109	1
TCAP	4	0.066902	0.90595	0.51168	0.97782	0.36496	1
TCEA1	4	-0.045417	-0.26039	0.55771	0.98151	0.79456	1
TCEA2	4	-0.029332	-0.47434	0.67869	0.9899	0.63526	1
TCEA3	4	0.16681	1.4153	0.090292	0.79462	0.15697	1
TCEAL1	4	0.12941	1.2315	0.18787	0.88601	0.21815	1
TCEAL2	4	0.035348	0.36965	0.76026	0.99276	0.71164	1
TCEAL3	4	0.022336	0.052849	0.87251	0.99445	0.95785	1
TCEAL4	4	0.041689	0.29681	0.70583	0.99183	0.76661	1
TCEAL5	4	-0.052629	-0.63143	0.50773	0.97773	0.52776	1
TCEAL6	4	0.04793	0.68531	0.6549	0.9888	0.49315	1
TCEAL7	4	0.35154	1.6941	0.0018348	0.14103	0.090249	1
TCEAL8	4	-0.033478	-0.38056	0.64495	0.98799	0.70353	1
TCEANC	4	0.044808	0.3599	0.67964	0.9899	0.71892	1
TCEANC2	4	0.09749	0.90696	0.32253	0.94736	0.36443	1
TCEB1	3	-0.18027	-1.0917	0.090682	0.79522	0.27495	1
TCEB2	4	0.11683	0.54912	0.23663	0.93032	0.58292	1
TCEB3	4	-0.078499	-0.83321	0.35138	0.95672	0.40473	1
TCEB3B	4	0.055161	0.79502	0.60008	0.98163	0.4266	1
TCERG1	4	0.056954	0.52333	0.58718	0.98163	0.60074	1
TCERG1L	4	0.0055099	0.095938	0.97976	0.99832	0.92357	1
TCF12	4	0.11213	1.386	0.25637	0.93425	0.16573	1
TCF15	4	-0.0050139	-0.056827	0.88547	0.99513	0.95468	1
TCF19	4	-0.040527	-0.5417	0.59157	0.98163	0.58802	1
TCF20	4	0.002322	0.024391	0.95063	0.99749	0.98054	1
TCF21	4	0.031029	0.43252	0.79762	0.99276	0.66537	1
TCF23	4	-0.02678	-0.35327	0.70138	0.9916	0.72389	1
TCF24	4	-0.057519	-0.96229	0.47654	0.97647	0.3359	1
TCF25	4	0.02476	0.25563	0.85011	0.99321	0.79823	1
TCF3	4	-0.087616	-0.68472	0.30485	0.93857	0.49352	1
TCF4	4	0.083351	1.082	0.40215	0.96775	0.27924	1
TCF7	4	0.020621	0.18564	0.88825	0.99516	0.85272	1
TCF7L1	4	-0.024832	-0.30481	0.71583	0.99183	0.76051	1
TCF7L2	4	-0.05386	-0.78038	0.49961	0.97647	0.43517	1
TCFL5	4	0.050231	0.76595	0.63605	0.98493	0.44371	1
TCHH	4	0.071797	0.83543	0.47693	0.97647	0.40348	1
TCHHL1	4	0.020807	0.21986	0.88636	0.99516	0.82598	1
TCHP	4	-0.01008	-0.11144	0.84104	0.99276	0.91127	1
TCIRG1	4	-0.076768	-0.92664	0.36095	0.95746	0.35411	1
TCL1A	4	-0.018505	-0.20782	0.76954	0.99276	0.83537	1
TCL1B	4	-0.030954	-0.51287	0.66557	0.98986	0.60804	1
TCN1	4	-0.24413	-2.0238	0.012454	0.38225	0.042989	1
TCN2	4	-0.13773	-1.7837	0.12893	0.85414	0.074469	1
TCOF1	4	-0.12272	-0.86646	0.16924	0.87618	0.38624	1
TCP1	4	-0.11808	-0.53983	0.18214	0.88267	0.58931	1
TCP10	4	0.13612	0.94579	0.16557	0.87618	0.34426	1
TCP10L	4	0.013138	0.12038	0.95458	0.99788	0.90418	1
TCP10L2	3	0.10977	0.77386	0.33559	0.95163	0.43901	1
TCP11	4	0.068379	0.54679	0.50095	0.97658	0.58452	1
TCP11L1	4	0.06988	0.94763	0.49105	0.97647	0.34332	1
TCP11L2	4	0.031873	0.22424	0.78989	0.99276	0.82257	1
TCP11X2	4	0.023327	0.26627	0.863	0.99445	0.79003	1
TCTA	4	0.061629	0.99775	0.55059	0.98057	0.3184	1
TCTE1	4	-0.094575	-1.0234	0.27204	0.93425	0.30611	1
TCTE3	4	0.12322	0.9911	0.21116	0.91105	0.32164	1
TCTEX1D1	4	-0.050722	-0.41634	0.52168	0.97782	0.67716	1
TCTEX1D2	4	-0.13982	-1.3974	0.12399	0.8505	0.16229	1
TCTEX1D4	4	-0.015885	-0.18771	0.79217	0.99276	0.8511	1
TCTN1	4	0.03676	0.3363	0.74797	0.99276	0.73665	1
TCTN2	4	0.040126	0.64554	0.72	0.99256	0.51857	1
TCTN3	4	-0.06476	-0.54585	0.42989	0.9678	0.58517	1
TDG	4	-0.015871	-0.13909	0.79223	0.99276	0.88938	1
TDGF1	4	-0.26021	-0.74823	0.0085622	0.31976	0.45432	1
TDO2	4	-0.12536	-0.8712	0.16151	0.87489	0.38364	1
TDP1	4	0.076254	0.87877	0.44679	0.96924	0.37952	1
TDP2	4	0.011918	0.12205	0.96514	0.99788	0.90286	1
TDRD1	4	0.062349	0.43155	0.54526	0.98057	0.66607	1
TDRD10	4	0.084942	0.48158	0.39275	0.96472	0.6301	1
TDRD12	4	0.0076033	0.077377	0.99661	0.99922	0.93832	1
TDRD3	4	-0.16602	-1.5877	0.072112	0.73292	0.11235	1
TDRD5	4	0.065188	0.68056	0.52463	0.97782	0.49615	1
TDRD6	4	-0.026148	-0.29043	0.70594	0.99183	0.77149	1
TDRD7	4	-0.060116	-0.60466	0.45902	0.96963	0.54541	1
TDRD9	4	0.11446	1.1305	0.2468	0.93425	0.25829	1
TDRKH	4	-0.040336	-0.33283	0.59257	0.98163	0.73926	1
TDRP	4	0.056158	0.59742	0.59329	0.98163	0.55022	1
TEAD1	4	0.068069	1.0374	0.50356	0.97658	0.29956	1
TEAD2	4	-0.13827	-1.4064	0.12749	0.85215	0.15959	1
TEAD3	4	-0.018901	-0.14022	0.76615	0.99276	0.88849	1
TEAD4	4	-0.065017	-0.85171	0.42856	0.9678	0.39438	1
TEC	4	-0.014168	-0.14112	0.80635	0.99276	0.88778	1
TECPR1	4	-0.045333	-0.53277	0.5581	0.98163	0.59419	1
TECPR2	4	0.1384	1.8537	0.15862	0.87489	0.063784	1
TECR	4	0.16721	1.298	0.089792	0.79462	0.19428	1
TECRL	4	0.0034028	0.027097	0.96119	0.99788	0.97838	1
TECTA	4	0.081837	0.84255	0.41243	0.9678	0.39948	1
TECTB	4	-0.043318	-0.75843	0.573	0.98163	0.4482	1
TEDDM1	4	0.033393	0.34792	0.77749	0.99276	0.7279	1
TEF	4	0.052224	0.49056	0.62093	0.98431	0.62374	1
TEFM	4	0.065682	0.24752	0.52124	0.97782	0.8045	1
TEK	4	0.10962	1.0067	0.26699	0.93425	0.31409	1
TEKT1	4	0.12522	1.4179	0.20294	0.90229	0.15623	1
TEKT2	4	0.032871	0.27859	0.78166	0.99276	0.78056	1
TEKT3	4	-0.081327	-0.8135	0.33643	0.95163	0.41593	1
TEKT4	4	0.16779	1.4618	0.088569	0.79295	0.14379	1
TEKT5	4	0.037931	0.54823	0.7378	0.99276	0.58353	1
TELO2	4	0.267	1.9005	0.010175	0.34659	0.05737	1
TEN1	4	-0.081591	-0.43125	0.33515	0.95163	0.66628	1
TENC1	4	-0.049455	-0.5749	0.52969	0.97782	0.56536	1
TENM1	4	0.014064	0.15969	0.94557	0.99749	0.87312	1
TENM3	4	0.15231	2.1552	0.12254	0.84898	0.031145	1
TENM4	4	0.081978	1.3738	0.41182	0.9678	0.1695	1
TEP1	4	0.064456	0.60154	0.52969	0.97782	0.54748	1
TEPP	4	0.11141	1.1624	0.25954	0.93425	0.24509	1
TERF1	4	-0.082804	-0.59333	0.33009	0.95163	0.55296	1
TERF2	4	-0.2082	-0.95233	0.030135	0.56276	0.34093	1
TERF2IP	4	0.068255	0.84452	0.50217	0.97658	0.39838	1
TERT	4	-0.015583	-0.25754	0.79423	0.99276	0.79676	1
TES	4	-0.1106	-1.0364	0.20744	0.90781	0.30003	1
TESC	4	0.071114	0.94673	0.4816	0.97647	0.34378	1
TESK1	4	0.0083558	0.085326	0.99711	0.99933	0.932	1
TESK2	4	-0.1898	-1.6405	0.046036	0.64896	0.1009	1
TESPA1	4	-0.13095	-1.2798	0.14622	0.86689	0.20063	1
TET1	4	-0.13961	-1.2176	0.1246	0.85077	0.22339	1
TET2	4	-0.029625	-0.37857	0.67647	0.9899	0.70501	1
TET3	4	0.059832	0.78043	0.56544	0.98163	0.43514	1
TEX10	4	-0.064042	-0.45485	0.434	0.9678	0.64922	1
TEX101	4	0.073068	0.55977	0.46798	0.97318	0.57563	1
TEX11	4	0.06006	0.70258	0.56355	0.98163	0.48232	1
TEX12	4	-0.0082725	-0.084043	0.85639	0.99362	0.93302	1
TEX13B	4	0.047193	0.58371	0.66024	0.98925	0.55942	1
TEX14	4	-0.10058	-1.369	0.24842	0.93425	0.171	1
TEX15	4	-0.082039	-1.0277	0.33359	0.95163	0.3041	1
TEX19	4	-0.072928	-0.38129	0.38252	0.9615	0.70299	1
TEX2	4	-0.031086	-0.47007	0.66429	0.98986	0.63831	1
TEX22	4	-0.0083403	-0.13177	0.85567	0.99362	0.89517	1
TEX26	4	0.042759	0.29728	0.69754	0.9916	0.76626	1
TEX261	4	-0.045113	-0.53585	0.55977	0.98163	0.59206	1
TEX264	4	0.023965	0.31025	0.85717	0.99368	0.75637	1
TEX28	4	-0.092941	-1.0177	0.27927	0.93549	0.3088	1
TEX29	4	0.067084	0.92249	0.51017	0.97782	0.35627	1
TEX30	4	0.0090839	0.11361	0.99072	0.99832	0.90955	1
TEX33	4	0.08778	1.0296	0.37796	0.9615	0.30319	1
TEX35	4	0.024601	0.1805	0.8515	0.99321	0.85676	1
TEX36	4	0.11526	1.3123	0.24274	0.9341	0.18944	1
TEX37	4	0.047518	0.49692	0.65784	0.9888	0.61925	1
TEX38	4	-0.07809	-0.84421	0.35372	0.95672	0.39855	1
TEX9	4	0.11112	0.85909	0.26054	0.93425	0.39029	1
TF	4	-0.061337	-0.71146	0.45118	0.96924	0.4768	1
TFAM	4	-0.075736	-0.30859	0.36684	0.95983	0.75763	1
TFAP2A	4	0.10958	1.0871	0.26721	0.93425	0.27701	1
TFAP2B	4	-0.041192	-0.54136	0.58735	0.98163	0.58826	1
TFAP2C	4	-0.1228	-0.87741	0.16896	0.87618	0.38026	1
TFAP2D	4	-0.17152	-1.9871	0.06455	0.70588	0.046914	1
TFAP2E	4	-0.0069508	-0.10626	0.86834	0.99445	0.91538	1
TFAP4	4	0.35855	3.0091	0.0015568	0.1327	0.0026198	1
TFB1M	4	-0.026897	-0.09661	0.70082	0.9916	0.92304	1
TFB2M	4	-0.047664	-0.21683	0.54276	0.98042	0.82834	1
TFCP2	4	0.081528	0.70639	0.41449	0.9678	0.47995	1
TFCP2L1	4	0.11931	0.94941	0.22595	0.92092	0.34241	1
TFDP1	4	-0.0077612	-0.10143	0.86139	0.99445	0.91921	1
TFDP2	4	-0.09061	-1.2699	0.29006	0.93857	0.20411	1
TFDP3	4	-0.042632	-0.4895	0.57767	0.98163	0.62449	1
TFE3	4	0.013677	0.13852	0.94918	0.99749	0.88983	1
TFEB	4	-0.14258	-1.7711	0.11748	0.8375	0.076549	1
TFEC	4	0.0065176	0.026702	0.98777	0.99832	0.9787	1
TFF1	4	0.012693	0.16974	0.95847	0.99788	0.86521	1
TFF2	4	0.04255	0.50731	0.69882	0.9916	0.61194	1
TFF3	4	0.03276	0.53812	0.78266	0.99276	0.59049	1
TFG	4	-0.10753	-1.0982	0.21889	0.91686	0.2721	1
TFIP11	4	0.095873	0.64811	0.33092	0.95163	0.51691	1
TFPI	4	-0.18077	-0.96924	0.054376	0.68296	0.33243	1
TFPI2	4	0.051671	0.56082	0.62487	0.98433	0.57492	1
TFPT	4	0.012489	0.091776	0.96058	0.99788	0.92688	1
TFR2	4	0.039663	0.52914	0.72351	0.99256	0.59671	1
TFRC	4	0.19003	0.87007	0.055321	0.6869	0.38426	1
TG	4	-0.022954	-0.39853	0.73107	0.99276	0.69024	1
TGDS	4	0.00058542	0.00668	0.93528	0.99749	0.99467	1
TGFA	4	0.0067826	0.096598	0.98966	0.99832	0.92305	1
TGFB1	4	0.049895	0.60552	0.6385	0.98567	0.54483	1
TGFB1I1	4	0.10651	1.4439	0.27938	0.93549	0.14878	1
TGFB2	4	0.060103	0.628	0.56322	0.98163	0.53001	1
TGFB3	4	0.10876	1.0353	0.27082	0.93425	0.30054	1
TGFBI	4	0.089497	1.0143	0.36795	0.95983	0.31043	1
TGFBR1	4	-0.012288	-0.13814	0.82164	0.99276	0.89013	1
TGFBR2	4	0.034858	0.38635	0.76371	0.99276	0.69924	1
TGFBR3	4	0.19216	1.6799	0.053041	0.6756	0.092972	1
TGFBR3L	4	0.022399	0.27916	0.87207	0.99445	0.78012	1
TGFBRAP1	4	0.10163	1.0343	0.30146	0.93857	0.30098	1
TGIF1	4	0.06701	0.71266	0.51067	0.97782	0.47605	1
TGIF2	4	-0.101	-1.1942	0.2468	0.93425	0.23238	1
TGIF2-C20orf24	1	-0.18049	-0.80978	0.30613	0.93959	0.41806	1
TGIF2LX	3	-0.024506	-0.26101	0.76504	0.99276	0.79408	1
TGIF2LY	3	0.02872	0.28002	0.83837	0.99276	0.77946	1
TGM1	4	0.068551	0.68603	0.49983	0.97647	0.49269	1
TGM2	4	-0.1423	-1.8746	0.11809	0.83945	0.060846	1
TGM3	4	-0.059212	-0.82528	0.46525	0.97291	0.40921	1
TGM4	4	-0.015353	-0.13827	0.79629	0.99276	0.89002	1
TGM5	4	0.038112	0.40923	0.73552	0.99276	0.68237	1
TGM6	4	0.036159	0.49276	0.75342	0.99276	0.62218	1
TGM7	4	-0.032298	-0.41423	0.65473	0.9888	0.67871	1
TGOLN2	4	0.010339	0.11334	0.97865	0.99832	0.90976	1
TGS1	4	-0.097379	-0.88008	0.26076	0.93425	0.37882	1
TH	4	-0.095363	-1.2789	0.26893	0.93425	0.20093	1
THADA	4	-0.019537	-0.21392	0.75998	0.99276	0.83061	1
THAP1	4	-0.058643	-0.19753	0.46909	0.97324	0.84341	1
THAP10	4	0.12995	2.1765	0.18526	0.88301	0.029514	1
THAP11	4	-0.0017804	-0.018553	0.91382	0.99749	0.9852	1
THAP2	4	-0.078611	-1.1232	0.35061	0.95672	0.26134	1
THAP3	4	-0.0050163	-0.064133	0.88547	0.99513	0.94886	1
THAP4	4	0.18417	2.0939	0.061993	0.69769	0.036272	1
THAP5	4	0.2727	0.80982	0.008729	0.31976	0.41804	1
THAP6	4	0.14134	1.7294	0.15039	0.86866	0.08373	1
THAP7	4	0.063823	0.49024	0.53403	0.97782	0.62396	1
THAP8	4	-0.097522	-1.281	0.25998	0.93425	0.20021	1
THAP9	4	0.10516	0.97489	0.28494	0.93664	0.32962	1
THBD	4	0.073972	1.269	0.46186	0.97101	0.20443	1
THBS1	4	0.043906	0.60507	0.68776	0.99111	0.54513	1
THBS2	4	0.059822	0.70774	0.5655	0.98163	0.4791	1
THBS3	4	0.23868	1.1211	0.020127	0.47706	0.26225	1
THBS4	4	-0.031908	-0.42383	0.65757	0.9888	0.67169	1
THEG	4	-0.0036703	-0.051899	0.89642	0.99598	0.95861	1
THEGL	4	-0.035178	-0.41942	0.63227	0.98493	0.67491	1
THEM4	4	-0.020591	-0.14362	0.75125	0.99276	0.8858	1
THEM5	4	0.071322	0.84691	0.48021	0.97647	0.39705	1
THEM6	4	0.13694	2.1927	0.16313	0.87489	0.02833	1
THEMIS	4	-0.011082	-0.13494	0.83298	0.99276	0.89266	1
THEMIS2	4	0.037509	0.35869	0.74169	0.99276	0.71983	1
THG1L	4	0.1165	0.45371	0.23796	0.93163	0.65004	1
THNSL1	4	0.13008	1.2664	0.18498	0.88301	0.20538	1
THNSL2	4	0.050078	0.41621	0.63711	0.98557	0.67726	1
THOC1	4	-0.24617	-1.4226	0.011898	0.37478	0.15485	1
THOC2	4	-0.021886	-0.10111	0.7403	0.99276	0.91947	1
THOC3	4	0.18258	0.66676	0.063661	0.70332	0.50493	1
THOC5	4	-0.28956	-1.3498	0.0042255	0.23676	0.17707	1
THOC6	4	-0.13665	-1.5009	0.13127	0.85714	0.13338	1
THOC7	4	0.10816	0.37694	0.27316	0.93425	0.70622	1
THOP1	4	0.11316	1.6695	0.2522	0.93425	0.095024	1
THPO	4	-0.05365	-0.52861	0.50083	0.97658	0.59707	1
THRA	4	0.079952	1.1824	0.424	0.9678	0.23705	1
THRAP3	4	0.10418	0.49161	0.28989	0.93857	0.62299	1
THRB	4	0.080632	1.1096	0.41999	0.9678	0.26718	1
THRSP	4	-0.079093	-0.65513	0.3476	0.95655	0.51238	1
THSD1	4	0.020657	0.28989	0.88786	0.99516	0.7719	1
THSD4	4	-0.027662	-0.44761	0.69309	0.99129	0.65443	1
THSD7A	4	-0.04962	-0.80852	0.52874	0.97782	0.41879	1
THTPA	4	-0.014098	-0.29843	0.80691	0.99276	0.76538	1
THUMPD1	4	-0.081674	-0.93353	0.33476	0.95163	0.35054	1
THUMPD2	4	-0.034469	-0.14353	0.63738	0.98557	0.88587	1
THUMPD3	4	-0.011158	-0.12899	0.83204	0.99276	0.89736	1
THY1	4	0.03196	0.44128	0.78917	0.99276	0.65901	1
THYN1	4	0.027063	0.29417	0.83131	0.99276	0.76863	1
TIA1	4	0.036611	0.36827	0.74936	0.99276	0.71267	1
TIAF1	4	-0.026788	-0.17637	0.70132	0.9916	0.86	1
TIAL1	4	0.10915	0.96264	0.26843	0.93425	0.33573	1
TIAM1	4	0.034094	0.41253	0.77032	0.99276	0.67995	1
TIAM2	4	0.14303	1.1166	0.14628	0.86689	0.26418	1
TICAM1	4	0.049972	0.45038	0.638	0.98557	0.65243	1
TICAM2	4	0.052643	0.39308	0.61809	0.98431	0.69426	1
TICRR	4	0.045585	0.26894	0.67391	0.9899	0.78798	1
TIE1	4	0.12618	1.3025	0.19938	0.89965	0.19275	1
TIFA	4	0.013084	0.16781	0.95519	0.99788	0.86673	1
TIFAB	4	-0.049809	-0.68946	0.52758	0.97782	0.49054	1
TIGD1	4	-0.029179	-0.17895	0.68003	0.9899	0.85797	1
TIGD2	4	-0.015859	-0.21482	0.79223	0.99276	0.82991	1
TIGD3	4	-0.024042	-0.31719	0.72178	0.99256	0.7511	1
TIGD4	4	-0.0071703	-0.094408	0.86667	0.99445	0.92478	1
TIGD5	4	-0.0034378	-0.04412	0.8992	0.99662	0.96481	1
TIGD6	4	0.074757	0.91977	0.45652	0.96963	0.35769	1
TIGD7	4	-0.054864	-0.60973	0.49311	0.97647	0.54204	1
TIGIT	4	0.074579	0.78442	0.45769	0.96963	0.4328	1
TIMD4	4	0.11816	1.7491	0.23074	0.92523	0.080275	1
TIMELESS	4	-0.2852	-1.23	0.0048371	0.25434	0.21869	1
TIMM10	4	0.046004	0.20971	0.67047	0.9899	0.8339	1
TIMM10B	4	-0.16079	-1.9744	0.081452	0.7739	0.048341	1
TIMM13	4	-0.096608	-0.51041	0.26426	0.93425	0.60977	1
TIMM17A	4	-0.02989	-0.3323	0.6748	0.9899	0.73966	1
TIMM17B	4	-0.031123	-0.34006	0.66418	0.98986	0.73381	1
TIMM21	4	0.024692	0.28307	0.85094	0.99321	0.77712	1
TIMM22	4	0.024107	0.12754	0.85628	0.99362	0.89851	1
TIMM23	4	0.32994	0.96745	0.0028911	0.18375	0.33332	1
TIMM44	4	0.22073	1.3094	0.029023	0.56009	0.19039	1
TIMM50	4	-0.087963	-0.59905	0.3034	0.93857	0.54914	1
TIMM8A	4	0.00017954	0.0015169	0.93122	0.99749	0.99879	1
TIMM8B	4	0.045869	0.55946	0.67174	0.9899	0.57585	1
TIMM9	4	0.24582	0.44467	0.016735	0.43497	0.65656	1
TIMMDC1	4	-0.10203	-0.79951	0.24185	0.93393	0.42399	1
TIMP1	4	-0.13873	-1.5781	0.12649	0.85206	0.11454	1
TIMP2	4	-0.0051182	-0.053966	0.88419	0.99513	0.95696	1
TIMP3	4	0.088982	0.89077	0.37073	0.96087	0.37305	1
TIMP4	4	0.084536	0.83755	0.39492	0.9655	0.40229	1
TINAG	4	0.072436	0.66118	0.47265	0.97567	0.5085	1
TINAGL1	4	0.061984	0.96824	0.54815	0.98057	0.33293	1
TINF2	4	0.1139	0.68134	0.24914	0.93425	0.49565	1
TIPARP	4	-0.058119	-0.53759	0.47265	0.97567	0.59086	1
TIPIN	4	-0.089505	-0.3478	0.29556	0.93857	0.72799	1
TIPRL	4	-0.40764	-2.3114	0.00044479	0.070796	0.02081	1
TIRAP	4	-0.031494	-0.65388	0.6614	0.98986	0.51319	1
TJAP1	4	-0.22315	-2.1695	0.020738	0.47903	0.030047	1
TJP1	4	0.061063	0.94789	0.55538	0.98117	0.34318	1
TJP2	4	0.084938	0.97838	0.39275	0.96472	0.32789	1
TJP3	4	-0.1257	-1.9261	0.16062	0.87489	0.054096	1
TK1	4	0.01184	0.12956	0.96586	0.99788	0.89691	1
TK2	4	0.24961	1.2923	0.0149	0.4155	0.19625	1
TKT	4	-0.25498	-1.8385	0.0091738	0.32673	0.065987	1
TKTL1	4	-0.046882	-0.46703	0.54804	0.98057	0.64048	1
TKTL2	4	0.061393	0.72321	0.55226	0.98057	0.46955	1
TLCD1	4	-0.15601	-2.0939	0.091126	0.7964	0.036272	1
TLCD2	4	0.061317	1.0439	0.55287	0.98057	0.29651	1
TLDC1	4	-0.037098	-0.35949	0.61592	0.98419	0.71923	1
TLDC2	4	0.011986	0.14421	0.96469	0.99788	0.88533	1
TLE1	4	0.0082597	0.11395	0.99822	0.99983	0.90928	1
TLE2	4	0.15208	1.6926	0.12315	0.84898	0.090538	1
TLE3	4	-0.016134	-0.19863	0.78989	0.99276	0.84255	1
TLE4	4	-0.053309	-0.61818	0.50311	0.97658	0.53645	1
TLE6	4	0.055481	0.58169	0.59758	0.98163	0.56077	1
TLK1	4	-0.19524	-1.2472	0.040643	0.61897	0.21233	1
TLK2	4	-0.11478	-0.61475	0.19259	0.89341	0.53872	1
TLL1	4	0.083123	1.0789	0.40309	0.9678	0.28062	1
TLL2	4	0.025101	0.2347	0.84738	0.99277	0.81444	1
TLN1	4	0.023187	0.43882	0.86451	0.99445	0.66079	1
TLN2	4	0.0036605	0.053893	0.96319	0.99788	0.95702	1
TLR1	4	-0.046892	-0.60882	0.54798	0.98057	0.54265	1
TLR10	4	0.099134	1.26	0.3133	0.94361	0.20767	1
TLR2	4	0.10323	0.74064	0.29451	0.93857	0.45891	1
TLR3	4	-0.1142	-0.69455	0.19515	0.89638	0.48733	1
TLR4	4	0.1457	1.4876	0.14	0.86244	0.13685	1
TLR5	4	-0.021182	-0.28816	0.74569	0.99276	0.77323	1
TLR6	4	0.11065	1.1762	0.26276	0.93425	0.2395	1
TLR7	4	0.0023617	0.030609	0.95091	0.99749	0.97558	1
TLR8	4	0.21791	1.7267	0.030746	0.56762	0.08422	1
TLR9	4	-0.0049315	-0.051735	0.8863	0.99516	0.95874	1
TLX1	4	0.049195	0.76993	0.64489	0.98799	0.44134	1
TLX1NB	4	0.025219	0.27492	0.84677	0.99277	0.78338	1
TLX2	4	0.027473	0.35298	0.82759	0.99276	0.7241	1
TLX3	4	0.060779	0.92082	0.55732	0.98151	0.35714	1
TM2D1	4	0.0099968	0.10244	0.98254	0.99832	0.91841	1
TM2D2	4	0.020846	0.13397	0.8858	0.99513	0.89343	1
TM2D3	4	0.10951	1.1123	0.26737	0.93425	0.26599	1
TM4SF1	4	0.1085	1.4038	0.27154	0.93425	0.16039	1
TM4SF18	4	-0.040237	-0.16069	0.59313	0.98163	0.87234	1
TM4SF19	4	-0.038075	-0.45942	0.60797	0.98163	0.64593	1
TM4SF20	4	-0.034688	-0.40983	0.63555	0.98493	0.68193	1
TM4SF4	4	0.044044	0.37903	0.68659	0.99109	0.70467	1
TM4SF5	4	-0.077349	-1.0486	0.35761	0.95672	0.29435	1
TM6SF1	4	0.12336	1.2843	0.21089	0.91105	0.19904	1
TM6SF2	4	0.15581	0.88801	0.11287	0.83101	0.37453	1
TM7SF2	4	0.02244	0.29039	0.87179	0.99445	0.77152	1
TM7SF3	4	-0.0014055	-0.014883	0.91671	0.99749	0.98813	1
TM9SF1	4	-0.070486	-0.60845	0.39636	0.96586	0.54289	1
TM9SF2	4	0.0012568	0.020181	0.94145	0.99749	0.9839	1
TM9SF3	4	0.065764	0.30725	0.52024	0.97782	0.75865	1
TM9SF4	4	-0.055176	-0.69302	0.49116	0.97647	0.4883	1
TMA16	4	0.015268	0.031858	0.93634	0.99749	0.97459	1
TMA7	1	-0.10887	-0.4331	0.50428	0.97658	0.66494	1
