Gene	sgRNA	NK_vs_Control|beta	NK_vs_Control|z	NK_vs_Control|p-value	NK_vs_Control|fdr	NK_vs_Control|wald-p-value	NK_vs_Control|wald-fdr
TPPP	5	-0.0045854	-0.076573	0.87946	0.9961	0.93896	1
TPPP2	5	-0.15039	-1.4923	0.065329	0.67468	0.13563	1
TPPP3	5	0.049724	0.37877	0.60364	0.97519	0.70486	1
TPR	5	-0.044691	-0.45445	0.52124	0.96817	0.64951	1
TPRA1	5	0.083836	1.157	0.34922	0.94865	0.24728	1
TPRG1	5	-0.11652	-1.135	0.14333	0.84083	0.25636	1
TPRG1L	5	-0.005316	-0.064738	0.87162	0.99442	0.94838	1
TPRKB	5	-0.1283	-0.84965	0.1107	0.798	0.39552	1
TPRN	5	-0.096997	-1.4965	0.21244	0.89178	0.13452	1
TPRX1	5	0.017343	0.33356	0.90687	0.99801	0.73871	1
TPSAB1	4	-0.026381	-0.25793	0.7051	0.98386	0.79646	1
TPSD1	4	0.083848	1.2532	0.40804	0.95643	0.21012	1
TPSG1	5	0.13512	1.2524	0.12777	0.8175	0.21043	1
TPST1	5	-0.0084639	-0.10653	0.84065	0.99235	0.91516	1
TPST2	5	-0.021813	-0.35986	0.72034	0.98552	0.71895	1
TPT1	5	-0.10001	-0.38693	0.19904	0.8783	0.69881	1
TPTE	2	-0.074707	-0.49428	0.51685	0.96804	0.62111	1
TPTE2	4	0.13764	0.9756	0.15896	0.85307	0.32926	1
TPX2	5	0.00085012	0.0038433	0.93345	0.99848	0.99693	1
TRA2A	5	0.011018	0.1544	0.97198	0.99927	0.8773	1
TRA2B	5	-0.20549	-1.0784	0.015901	0.37533	0.28088	1
TRABD	5	0.014852	0.39082	0.93161	0.99848	0.69593	1
TRABD2A	5	0.015532	0.20445	0.92505	0.99848	0.838	1
TRABD2B	5	-0.05535	-0.65784	0.4424	0.95903	0.51064	1
TRADD	5	0.10359	1.5802	0.24324	0.91743	0.11406	1
TRAF1	5	0.054821	0.67641	0.55893	0.9733	0.49878	1
TRAF2	5	-0.032935	-0.41247	0.61982	0.97519	0.67999	1
TRAF3	5	0.006761	0.077302	0.98721	0.99927	0.93838	1
TRAF3IP1	5	-0.017551	-0.30671	0.75748	0.98784	0.75906	1
TRAF3IP2	5	-0.060096	-0.42121	0.41065	0.95643	0.6736	1
TRAF3IP3	5	-0.036793	-0.46791	0.58657	0.9733	0.63985	1
TRAF4	5	0.057841	0.83063	0.53341	0.97056	0.40618	1
TRAF5	5	0.019644	0.21885	0.88319	0.99736	0.82676	1
TRAF6	5	0.03341	0.33766	0.75147	0.98722	0.73562	1
TRAF7	5	-0.027775	-0.3616	0.66646	0.98273	0.71765	1
TRAFD1	5	0.038389	0.53287	0.7051	0.98386	0.59412	1
TRAIP	5	-0.13098	-1.2043	0.10369	0.78142	0.22848	1
TRAK1	5	-0.039457	-0.4424	0.56472	0.9733	0.6582	1
TRAK2	5	-0.042793	-0.47494	0.53686	0.9709	0.63483	1
TRAM1	5	-0.12268	-1.1719	0.12515	0.81541	0.24123	1
TRAM1L1	5	-0.02236	-0.19623	0.71528	0.98507	0.84443	1
TRAM2	5	0.063582	0.8646	0.48755	0.96371	0.38726	1
TRANK1	5	0.025894	0.52673	0.82253	0.99234	0.59838	1
TRAP1	5	-0.066164	-0.94509	0.37251	0.95115	0.34461	1
TRAPPC1	5	0.069166	0.40647	0.44685	0.95903	0.6844	1
TRAPPC10	5	0.081302	1.3549	0.36506	0.95098	0.17546	1
TRAPPC11	5	0.051613	0.25174	0.58729	0.9733	0.80124	1
TRAPPC12	5	0.051224	0.73161	0.59057	0.9733	0.4644	1
TRAPPC13	5	0.12483	0.81725	0.15979	0.85307	0.41379	1
TRAPPC2	4	-0.038136	-0.17531	0.61047	0.97519	0.86083	1
TRAPPC2L	5	0.22535	1.928	0.013455	0.3487	0.053858	1
TRAPPC3	5	0.25587	1.023	0.0059491	0.2629	0.30629	1
TRAPPC3L	5	0.042492	0.37852	0.66852	0.98282	0.70504	1
TRAPPC4	5	0.12643	1.2346	0.15507	0.84941	0.21698	1
TRAPPC5	5	-0.11688	-0.57699	0.14272	0.84083	0.56395	1
TRAPPC6A	5	-0.033702	-0.46629	0.61348	0.97519	0.64101	1
TRAPPC6B	5	-0.070635	-0.77703	0.34566	0.94684	0.43714	1
TRAPPC8	5	0.11948	1.0185	0.17886	0.86644	0.30845	1
TRAPPC9	5	0.11273	1.6195	0.20338	0.88251	0.10534	1
TRAT1	5	-0.12804	-1.5427	0.11153	0.7985	0.12291	1
TRDMT1	5	-0.041218	-0.58487	0.55009	0.97163	0.55863	1
TRDN	5	-0.048747	-0.52068	0.4906	0.96371	0.60259	1
TREM1	5	-0.076516	-0.61806	0.31158	0.93774	0.53654	1
TREM2	5	-0.13527	-1.3122	0.093906	0.76253	0.18944	1
TREML1	5	-0.14107	-1.6273	0.082008	0.72884	0.10367	1
TREML2	5	-0.14531	-2.1953	0.073891	0.70684	0.028141	1
TREML4	5	0.07248	0.9525	0.42355	0.95903	0.34084	1
TRERF1	5	-0.077344	-0.99014	0.30724	0.93602	0.32211	1
TREX1	5	0.056036	0.69202	0.54787	0.97149	0.48892	1
TREX2	5	0.013121	0.24815	0.94968	0.99848	0.80402	1
TRH	5	-0.056424	-0.85627	0.43478	0.95903	0.39185	1
TRHDE	5	-0.078333	-1.1402	0.30179	0.93498	0.25419	1
TRHR	5	0.04608	0.4366	0.63611	0.97795	0.6624	1
TRIAP1	5	-0.22667	-0.68932	0.0099522	0.3125	0.49062	1
TRIB1	5	-0.01612	-0.21946	0.77116	0.99052	0.82629	1
TRIB2	5	0.19958	2.0924	0.026298	0.47586	0.036402	1
TRIB3	5	0.1034	1.7414	0.24402	0.91743	0.081612	1
TRIM10	5	-0.074426	-0.97632	0.32336	0.94247	0.32891	1
TRIM11	5	-0.13451	-0.71608	0.095463	0.76356	0.47394	1
TRIM13	5	0.01833	0.18986	0.89586	0.99778	0.84942	1
TRIM14	5	-0.0029876	-0.029226	0.89648	0.99778	0.97668	1
TRIM15	5	-0.1087	-1.5064	0.16919	0.86271	0.13197	1
TRIM16	5	-0.01153	-0.18206	0.8133	0.99186	0.85553	1
TRIM16L	5	-0.037498	-0.462	0.5814	0.9733	0.64408	1
TRIM17	5	0.092503	1.1041	0.30018	0.93498	0.26953	1
TRIM2	5	0.0098489	0.14347	0.98321	0.99927	0.88592	1
TRIM21	5	0.02567	0.44218	0.82475	0.99234	0.65836	1
TRIM22	5	-0.0091177	-0.10921	0.83482	0.99234	0.91303	1
TRIM23	5	-0.1456	-1.7543	0.073279	0.70459	0.079384	1
TRIM24	5	0.087702	0.8344	0.32709	0.9426	0.40406	1
TRIM25	5	0.03354	0.50083	0.75075	0.98722	0.61649	1
TRIM26	5	-0.0029007	-0.042521	0.89736	0.99778	0.96608	1
TRIM27	5	0.002281	0.016563	0.94596	0.99848	0.98678	1
TRIM28	5	-0.12451	-1.2313	0.11987	0.80658	0.21821	1
TRIM29	5	-0.069207	-0.98722	0.3545	0.9498	0.32353	1
TRIM3	5	-0.025195	-0.3567	0.69059	0.98282	0.72131	1
TRIM31	5	0.0083969	0.124	0.99716	0.9995	0.90132	1
TRIM32	5	0.0021482	0.032248	0.94518	0.99848	0.97427	1
TRIM33	5	0.054996	0.76217	0.55743	0.9733	0.44596	1
TRIM34	5	0.068499	0.85641	0.45135	0.95976	0.39177	1
TRIM35	5	-0.012132	-0.16074	0.80796	0.9915	0.8723	1
TRIM36	5	0.053391	0.70152	0.57078	0.9733	0.48298	1
TRIM37	5	-0.14887	-1.3532	0.067497	0.68743	0.17598	1
TRIM38	5	0.051726	0.88072	0.58607	0.9733	0.37847	1
TRIM39	5	0.046497	0.607	0.63199	0.97725	0.54385	1
TRIM4	5	0.073324	0.93843	0.41855	0.95788	0.34802	1
TRIM40	5	-0.079713	-0.93321	0.29362	0.93036	0.35071	1
TRIM41	5	0.043564	0.1636	0.65712	0.9807	0.87005	1
TRIM42	5	-0.054007	-0.92209	0.45091	0.95976	0.35648	1
TRIM43	5	0.19781	1.724	0.027521	0.48865	0.084709	1
TRIM44	5	0.11931	2.0176	0.17942	0.86644	0.043631	1
TRIM45	5	-0.040804	-0.48427	0.55337	0.97163	0.6282	1
TRIM46	5	0.029958	0.33679	0.78483	0.99126	0.73628	1
TRIM47	5	-0.00089445	-0.01324	0.91549	0.99801	0.98944	1
TRIM48	2	0.006824	0.030987	0.99255	0.99944	0.97528	1
TRIM49	2	0.28135	1.5046	0.051651	0.61442	0.13242	1
TRIM49B	2	0.12218	0.61739	0.36467	0.95098	0.53698	1
TRIM5	5	-0.019726	-0.22933	0.73852	0.98702	0.81861	1
TRIM50	5	0.013074	0.13593	0.95018	0.99848	0.89188	1
TRIM52	5	-0.12604	-1.311	0.11637	0.80138	0.18986	1
TRIM54	5	-0.043984	-0.76576	0.52719	0.96903	0.44382	1
TRIM55	5	-0.045877	-0.87082	0.51284	0.96796	0.38385	1
TRIM56	5	0.045836	0.60078	0.63761	0.9785	0.54798	1
TRIM58	5	-0.083688	-1.3722	0.27355	0.92888	0.16999	1
TRIM59	5	0.023148	0.21777	0.84833	0.99252	0.82761	1
TRIM6	5	0.0586	0.63934	0.5273	0.96904	0.5226	1
TRIM6-TRIM34	3	0.092141	1.0027	0.41827	0.95788	0.31602	1
TRIM60	5	0.061533	0.85794	0.50339	0.96708	0.39093	1
TRIM61	5	0.023007	0.2527	0.84961	0.99261	0.8005	1
TRIM62	5	-0.00085107	-0.010218	0.91582	0.99801	0.99185	1
TRIM63	5	0.022866	0.30325	0.85122	0.99267	0.7617	1
TRIM64B	4	0.0087796	0.10246	0.99933	0.99989	0.91839	1
TRIM65	5	-0.0036682	-0.061192	0.88953	0.99778	0.95121	1
TRIM67	5	0.13993	0.46706	0.11492	0.8	0.64046	1
TRIM68	5	-0.034374	-0.42788	0.60786	0.97519	0.66874	1
TRIM69	5	-0.050311	-0.71297	0.47898	0.96371	0.47586	1
TRIM7	5	0.013057	0.1933	0.95029	0.99848	0.84673	1
TRIM71	5	0.0074045	0.089102	0.99349	0.99944	0.929	1
TRIM72	5	0.096847	1.2824	0.27755	0.92893	0.1997	1
TRIM74	2	0.049584	0.43332	0.74441	0.98722	0.66478	1
TRIM77	5	0.058485	0.55257	0.52886	0.96985	0.58055	1
TRIM8	5	-0.091052	-1.0474	0.2398	0.91358	0.29491	1
TRIM9	5	-0.014007	-0.21669	0.79212	0.99126	0.82845	1
TRIML1	5	-0.0012912	-0.019808	0.91232	0.99801	0.9842	1
TRIML2	5	-0.027236	-0.32325	0.67174	0.98282	0.74651	1
TRIO	5	-0.063416	-0.91619	0.38964	0.95627	0.35957	1
TRIOBP	5	0.042479	0.64842	0.66863	0.98282	0.51671	1
TRIP10	5	0.033163	0.34485	0.75392	0.98752	0.73021	1
TRIP11	5	0.014459	0.17759	0.93578	0.99848	0.85904	1
TRIP12	5	0.085106	0.99813	0.34193	0.94684	0.31822	1
TRIP13	5	0.071099	0.74523	0.43306	0.95903	0.45614	1
TRIP4	5	-0.034102	-0.36804	0.61025	0.97519	0.71285	1
TRIP6	5	-0.0099407	-0.14067	0.82759	0.99234	0.88813	1
TRIQK	5	0.081711	0.99403	0.36267	0.95098	0.32021	1
TRIT1	5	0.032386	0.4701	0.76148	0.98793	0.63829	1
TRMT1	5	0.034086	0.41268	0.74552	0.98722	0.67984	1
TRMT10A	5	0.0026505	0.032434	0.94896	0.99848	0.97413	1
TRMT10B	5	-0.078956	-0.78194	0.29784	0.93376	0.43425	1
TRMT10C	5	-0.25545	-1.3323	0.0054487	0.25515	0.18276	1
TRMT11	5	0.064824	0.58972	0.47843	0.96371	0.55538	1
TRMT112	5	-0.41197	-1.4876	0.0001112	0.028571	0.13686	1
TRMT12	5	0.0039855	0.047667	0.96136	0.99873	0.96198	1
TRMT13	5	0.054901	0.53851	0.55827	0.9733	0.59023	1
TRMT1L	5	0.00084598	0.010385	0.93345	0.99848	0.99171	1
TRMT2A	5	0.18782	1.3947	0.035861	0.54384	0.1631	1
TRMT2B	5	-0.0057489	-0.072862	0.86701	0.99401	0.94192	1
TRMT44	5	-0.009932	-0.14053	0.82775	0.99234	0.88824	1
TRMT5	5	0.26995	1.0607	0.0037251	0.2006	0.28881	1
TRMT6	5	0.0029293	0.013096	0.95168	0.99854	0.98955	1
TRMT61A	5	0.28302	1.6523	0.0028355	0.17526	0.098471	1
TRMT61B	5	0.0491	0.36328	0.60936	0.97519	0.7164	1
TRMU	5	-0.050885	-0.55869	0.4747	0.96371	0.57638	1
TRNAU1AP	5	-0.17174	-1.2031	0.037918	0.55267	0.22892	1
TRNP1	5	-0.027387	-0.3511	0.67008	0.98282	0.72551	1
TRNT1	5	0.13103	0.75565	0.14039	0.83858	0.44986	1
TRO	5	0.0029434	0.041196	0.95191	0.99854	0.96714	1
TROAP	5	-0.077372	-0.79145	0.30702	0.93602	0.42868	1
TROVE2	5	0.11213	1.2187	0.2056	0.88515	0.22295	1
TRPA1	5	-0.10567	-1.0745	0.17864	0.86644	0.28258	1
TRPC1	5	0.085161	0.98551	0.34165	0.94684	0.32437	1
TRPC3	5	0.033356	0.38536	0.7522	0.9873	0.69997	1
TRPC4	5	-0.054921	-0.65308	0.44501	0.95903	0.51371	1
TRPC4AP	5	0.1129	1.3993	0.20299	0.88221	0.16172	1
TRPC5	5	-0.0029294	-0.039978	0.89709	0.99778	0.96811	1
TRPC6	5	-0.048063	-0.37919	0.49616	0.96385	0.70455	1
TRPC7	5	-0.11988	-1.6469	0.13321	0.82907	0.099585	1
TRPM1	5	0.087305	1.2006	0.32898	0.9426	0.22992	1
TRPM2	5	-0.012308	-0.21322	0.80613	0.99126	0.83115	1
TRPM3	5	0.0043929	0.043068	0.96592	0.99885	0.96565	1
TRPM4	5	-0.094263	-1.3222	0.22423	0.90083	0.18609	1
TRPM5	5	-0.028077	-0.45365	0.66413	0.98224	0.65008	1
TRPM6	5	0.056854	0.70789	0.5417	0.97091	0.47902	1
TRPM7	5	0.14764	0.54986	0.09613	0.76471	0.58242	1
TRPM8	5	0.1006	1.5242	0.25926	0.92079	0.12747	1
TRPS1	5	0.081649	0.90346	0.36295	0.95098	0.36628	1
TRPT1	5	-0.009057	-0.10482	0.83526	0.99234	0.91652	1
TRPV1	5	0.0063871	0.098328	0.98382	0.99927	0.92167	1
TRPV2	5	-0.02884	-0.4147	0.65796	0.9807	0.67836	1
TRPV3	5	0.024471	0.45929	0.83637	0.99235	0.64602	1
TRPV4	5	0.023576	0.29192	0.84405	0.99235	0.77034	1
TRPV5	5	-0.049574	-0.5986	0.48454	0.96371	0.54944	1
TRPV6	5	0.07766	1.2281	0.38802	0.95627	0.21942	1
TRRAP	5	0.041172	0.23825	0.68064	0.98282	0.81169	1
TRUB1	5	0.043852	0.81157	0.65445	0.9807	0.41704	1
TRUB2	5	0.039959	0.30552	0.6917	0.98282	0.75997	1
TSACC	5	-0.12047	-1.4467	0.13138	0.82273	0.14797	1
TSC1	5	-0.60409	-5.8568	0	0	4.7191e-09	4.0092e-05
TSC2	5	-0.74284	-5.3653	0	0	8.0816e-08	0.00029071
TSC22D1	5	-0.035406	-0.44158	0.59702	0.97468	0.65879	1
TSC22D2	5	-0.037156	-0.54882	0.58395	0.9733	0.58313	1
TSC22D3	5	0.071015	0.87715	0.4335	0.95903	0.3804	1
TSC22D4	5	-0.0057579	-0.069319	0.8669	0.99401	0.94474	1
TSEN15	5	0.023745	0.14919	0.84243	0.99235	0.8814	1
TSEN2	5	0.10125	0.89658	0.25486	0.91993	0.36994	1
TSEN34	5	0.15318	1.329	0.083899	0.73434	0.18386	1
TSEN54	5	-0.21591	-1.5092	0.011898	0.33076	0.13124	1
TSFM	5	0.031001	0.092284	0.77482	0.99126	0.92647	1
TSG101	5	0.034549	0.22506	0.74058	0.98711	0.82193	1
TSGA10	5	0.1143	1.4548	0.19726	0.87822	0.14573	1
TSGA10IP	5	0.12921	1.4229	0.14595	0.84258	0.15476	1
TSGA13	5	-0.023922	-0.2379	0.70193	0.98304	0.81196	1
TSHB	5	0.090318	0.79816	0.31174	0.93774	0.42478	1
TSHR	5	-0.033387	-0.40972	0.6162	0.97519	0.68201	1
TSHZ1	5	-0.056132	-0.83045	0.43673	0.95903	0.40629	1
TSHZ2	5	0.089943	1.0917	0.31408	0.93829	0.27498	1
TSHZ3	5	-0.026596	-0.37308	0.67725	0.98282	0.70909	1
TSKS	5	-0.022415	-0.33972	0.71472	0.98476	0.73407	1
TSKU	5	-0.0058798	-0.090832	0.86556	0.99374	0.92763	1
TSLP	5	-0.077109	-0.87264	0.30863	0.93675	0.38286	1
TSN	5	0.0443	0.62011	0.64995	0.98046	0.53519	1
TSNARE1	5	-0.0049345	-0.069509	0.87535	0.99488	0.94458	1
TSNAX	5	-0.0057233	-0.039482	0.86734	0.99407	0.96851	1
TSNAXIP1	5	0.059402	0.97169	0.52068	0.96817	0.3312	1
TSPAN1	5	0.12216	1.5598	0.16913	0.86271	0.11881	1
TSPAN11	5	-0.045594	-0.45987	0.51507	0.96796	0.64561	1
TSPAN12	5	0.046142	0.65966	0.63516	0.97766	0.50947	1
TSPAN13	5	0.063807	0.74106	0.48566	0.96371	0.45866	1
TSPAN14	5	0.019441	0.21762	0.88536	0.99763	0.82772	1
TSPAN15	5	0.038535	0.57582	0.70371	0.98353	0.56473	1
TSPAN16	5	0.062915	0.72279	0.49227	0.96385	0.46981	1
TSPAN17	5	-0.024969	-0.26309	0.69287	0.98282	0.79248	1
TSPAN18	5	-0.034746	-0.4881	0.60397	0.97519	0.62548	1
TSPAN19	5	0.0062919	0.075076	0.98299	0.99927	0.94015	1
TSPAN2	5	0.15087	1.7835	0.088569	0.74812	0.074503	1
TSPAN3	5	-0.051572	-0.50143	0.46948	0.96329	0.61607	1
TSPAN31	5	0.092696	0.78533	0.29907	0.93498	0.43226	1
TSPAN32	5	0.024248	0.33869	0.83821	0.99235	0.73484	1
TSPAN33	5	0.071696	0.98564	0.4295	0.95903	0.32431	1
TSPAN4	5	0.063731	1.1175	0.48627	0.96371	0.26378	1
TSPAN5	5	0.04548	0.56465	0.64028	0.97867	0.57231	1
TSPAN6	5	0.030081	0.27586	0.78367	0.99126	0.78266	1
TSPAN7	5	-0.023901	-0.36219	0.7021	0.98304	0.71721	1
TSPAN8	5	-0.066668	-0.65201	0.36973	0.95115	0.51439	1
TSPAN9	5	0.00014642	0.0015791	0.92628	0.99848	0.99874	1
TSPEAR	5	0.10023	1.3075	0.26115	0.92181	0.19106	1
TSPO	5	0.054673	0.77656	0.55977	0.9733	0.43742	1
TSPO2	5	0.021757	0.28709	0.86245	0.99354	0.77404	1
TSPY1	1	0.014724	0.13808	0.97359	0.99927	0.89018	1
TSPYL1	5	-0.12628	-1.5764	0.11553	0.8	0.11492	1
TSPYL2	5	-0.10176	-0.8454	0.19221	0.87408	0.39789	1
TSPYL4	5	9.2416e-06	0.00010457	0.92472	0.99848	0.99992	1
TSPYL5	5	0.089535	1.4382	0.31652	0.93916	0.15038	1
TSPYL6	5	-0.065558	-0.86105	0.37596	0.95325	0.38921	1
TSR1	5	-0.20426	-0.92132	0.016568	0.38353	0.35688	1
TSR2	5	-0.10289	-0.44992	0.18826	0.87052	0.65277	1
TSR3	5	0.06579	0.98857	0.4712	0.96351	0.32287	1
TSSC1	5	0.0084863	0.10473	0.99633	0.99944	0.91659	1
TSSC4	5	0.024195	0.29737	0.83854	0.99235	0.76618	1
TSSK1B	5	0.039593	0.32599	0.69426	0.98282	0.74443	1
TSSK2	5	-0.11908	-0.74422	0.13594	0.83118	0.45674	1
TSSK3	5	0.091247	0.82133	0.30663	0.93602	0.41146	1
TSSK4	5	-0.025902	-0.26486	0.68364	0.98282	0.79112	1
TSSK6	5	-0.019182	-0.29393	0.74402	0.98722	0.76881	1
TST	5	-0.032276	-0.73586	0.62643	0.97636	0.46182	1
TSTA3	5	0.31344	2.1778	0.0011676	0.093333	0.029422	1
TSTD1	5	-0.046658	-0.55724	0.50673	0.9675	0.57736	1
TSTD2	5	-0.014787	-0.14427	0.78472	0.99126	0.88529	1
TTBK1	5	-0.066941	-0.48596	0.36818	0.95115	0.62699	1
TTBK2	5	0.06287	0.58152	0.49277	0.96385	0.56089	1
TTC1	5	-0.12808	-0.61435	0.11148	0.7985	0.53898	1
TTC12	5	0.024504	0.23818	0.83621	0.99235	0.81174	1
TTC13	5	-0.14798	-2.1152	0.069054	0.69115	0.034413	1
TTC14	5	-0.3804	-3.2907	0.0002224	0.040404	0.0009995	0.837
TTC16	5	-0.030401	-0.52296	0.64389	0.97922	0.601	1
TTC17	5	-0.10009	-1.1699	0.19877	0.8783	0.24202	1
TTC18	5	0.08535	1.0626	0.34082	0.94657	0.28796	1
TTC19	5	0.20223	1.338	0.024408	0.46603	0.1809	1
TTC21A	5	0.070067	1.1224	0.44023	0.95903	0.26171	1
TTC21B	5	-0.049975	-0.67951	0.48165	0.96371	0.49682	1
TTC22	5	-0.0022193	-0.023999	0.90393	0.99801	0.98085	1
TTC23	5	0.051465	0.53415	0.58868	0.9733	0.59324	1
TTC23L	5	-0.0078324	-0.083483	0.84705	0.99252	0.93347	1
TTC24	5	0.049631	0.56404	0.60447	0.97519	0.57273	1
TTC26	5	0.01225	0.10939	0.95897	0.99873	0.91289	1
TTC27	5	0.04787	0.28044	0.62043	0.97519	0.77914	1
TTC28	5	-0.1339	-1.8445	0.096631	0.7653	0.06511	1
TTC29	5	-0.13028	-1.7439	0.10491	0.78169	0.081178	1
TTC3	5	0.14773	0.8904	0.096019	0.76471	0.37325	1
TTC30A	5	-0.013849	-0.2054	0.79339	0.99126	0.83726	1
TTC30B	5	0.031646	0.48232	0.76821	0.98926	0.62958	1
TTC31	5	0.0038778	0.045489	0.96036	0.99873	0.96372	1
TTC32	5	-0.016438	-0.12583	0.76765	0.98897	0.89986	1
TTC33	5	0.035304	0.32318	0.7329	0.98702	0.74656	1
TTC34	5	-0.034832	-0.41091	0.60319	0.97519	0.68114	1
TTC36	5	0.074302	0.8369	0.41132	0.95643	0.40265	1
TTC37	5	-0.0029244	-0.028247	0.89714	0.99778	0.97747	1
TTC38	5	-0.051022	-0.7257	0.47376	0.96371	0.46803	1
TTC39A	5	0.061654	0.79099	0.50211	0.9663	0.42895	1
TTC39B	5	-0.0077333	-0.097305	0.84783	0.99252	0.92248	1
TTC39C	5	0.010019	0.12249	0.98126	0.99927	0.90251	1
TTC4	5	0.14981	0.88643	0.090904	0.7552	0.37539	1
TTC40	5	0.10047	1.5027	0.25981	0.92079	0.1329	1
TTC5	5	0.071339	0.72008	0.43122	0.95903	0.47148	1
TTC7A	5	0.060741	0.81317	0.50956	0.9675	0.41612	1
TTC7B	5	0.09456	1.3971	0.28884	0.93036	0.16237	1
TTC8	5	0.00082531	0.011042	0.93317	0.99848	0.99119	1
TTC9	5	-0.030421	-0.4432	0.64356	0.97922	0.65762	1
TTC9B	5	-0.0033399	-0.04386	0.89264	0.99778	0.96502	1
TTC9C	5	0.18145	1.4768	0.042366	0.58346	0.13973	1
TTF1	5	-0.26967	-1.4118	0.0035583	0.19817	0.15801	1
TTF2	5	0.02509	0.17992	0.8312	0.99234	0.85721	1
TTI1	5	0.26808	1.4597	0.0040587	0.21471	0.14437	1
TTI2	5	0.15359	0.7909	0.082898	0.72981	0.429	1
TTK	5	0.10273	0.47878	0.24664	0.91749	0.63209	1
TTL	5	0.033088	0.3441	0.7547	0.98752	0.73077	1
TTLL1	5	0.070499	0.82899	0.43712	0.95903	0.40711	1
TTLL10	5	-0.061129	-0.90191	0.40354	0.95627	0.3671	1
TTLL11	5	0.0081463	0.12595	0.9995	0.99989	0.89977	1
TTLL12	5	0.044675	0.61191	0.64728	0.98027	0.5406	1
TTLL2	5	0.047417	0.59791	0.62465	0.97636	0.5499	1
TTLL3	3	-0.036406	-0.43052	0.6728	0.98282	0.66681	1
TTLL4	5	0.16906	1.9854	0.056488	0.64043	0.047098	1
TTLL5	5	0.15056	2.1249	0.089458	0.75222	0.033594	1
TTLL6	5	-0.17277	-1.3749	0.037196	0.54971	0.16916	1
TTLL7	5	0.026113	0.28143	0.82003	0.99234	0.77838	1
TTLL9	5	0.072281	0.92286	0.42528	0.95903	0.35608	1
TTN	5	0.14375	1.7233	0.10525	0.78218	0.084842	1
TTPA	5	-0.036916	-0.16858	0.5859	0.9733	0.86613	1
TTPAL	5	0.14596	1.8615	0.10008	0.77544	0.06267	1
TTR	5	-0.0375	-0.59204	0.58134	0.9733	0.55383	1
TTYH1	5	-0.038431	-0.70694	0.574	0.9733	0.4796	1
TTYH2	5	0.031765	0.45016	0.7671	0.98897	0.6526	1
TTYH3	5	0.0093749	0.15752	0.98743	0.99927	0.87483	1
TUB	5	-0.013951	-0.17903	0.79256	0.99126	0.85791	1
TUBA1A	5	-0.076421	-0.58004	0.31219	0.93774	0.56188	1
TUBA1B	4	-0.23108	-0.98601	0.018459	0.4034	0.32413	1
TUBA1C	3	0.016159	0.081078	0.93773	0.99848	0.93538	1
TUBA3C	4	0.0047832	0.059746	0.96836	0.99908	0.95236	1
TUBA3D	5	0.011882	0.071329	0.96247	0.99879	0.94314	1
TUBA3E	2	0.12587	1.0751	0.34888	0.94865	0.28234	1
TUBA4A	5	0.053268	0.60098	0.57189	0.9733	0.54785	1
TUBA8	5	0.050389	0.58501	0.59797	0.9748	0.55854	1
TUBAL3	5	0.014569	0.27583	0.93462	0.99848	0.78268	1
TUBB	5	-0.42121	-1.673	0.0001112	0.028571	0.094335	1
TUBB1	5	-0.083371	-0.80885	0.27544	0.92888	0.4186	1
TUBB2A	3	0.045814	0.51991	0.71633	0.98522	0.60313	1
TUBB2B	3	-0.13817	-0.92247	0.18259	0.86924	0.35629	1
TUBB3	5	0.026903	0.41924	0.81291	0.99186	0.67504	1
TUBB4A	5	0.16773	1.4816	0.058712	0.64936	0.13845	1
TUBB4B	5	-0.019793	-0.17778	0.73785	0.98702	0.8589	1
TUBB6	5	-0.030707	-0.40028	0.64094	0.97878	0.68895	1
TUBB8	1	-0.20512	-0.54433	0.24997	0.91936	0.58621	1
TUBD1	5	0.20108	0.97377	0.025409	0.47222	0.33017	1
TUBE1	5	0.054696	0.30631	0.55966	0.9733	0.75937	1
TUBG1	5	-0.043452	-0.1951	0.53141	0.97056	0.84532	1
TUBG2	5	0.048709	0.27002	0.61309	0.97519	0.78715	1
TUBGCP2	5	-0.081689	-0.62732	0.28372	0.93036	0.53045	1
TUBGCP3	5	-0.24939	-1.1754	0.0061715	0.26747	0.23984	1
TUBGCP4	5	0.072633	0.40527	0.42266	0.95903	0.68528	1
TUBGCP5	5	-0.10662	-0.42887	0.1758	0.86644	0.66802	1
TUBGCP6	5	0.1515	1.4801	0.087624	0.74812	0.13885	1
TUFM	5	0.42765	1.4148	0.0001668	0.033333	0.15714	1
TUFT1	5	0.12955	1.7815	0.14511	0.84175	0.07483	1
TULP1	5	-0.14255	-1.6782	0.079006	0.72242	0.093304	1
TULP2	5	-0.054607	-1.0266	0.44774	0.95903	0.30459	1
TULP3	5	0.056267	0.48862	0.5462	0.97149	0.62511	1
TULP4	5	-0.052642	-0.87382	0.46097	0.96065	0.38222	1
TUSC1	5	0.035922	0.59597	0.72796	0.9866	0.55119	1
TUSC2	5	0.069688	0.96616	0.44251	0.95903	0.33396	1
TUSC3	5	-0.061991	-0.86568	0.39809	0.95627	0.38666	1
TUSC5	5	0.11774	0.80294	0.18514	0.87052	0.42201	1
TUT1	5	-0.11435	-0.46723	0.14995	0.84574	0.64033	1
TVP23A	5	0.051856	0.70528	0.58473	0.9733	0.48064	1
TVP23B	3	-0.12191	-1.0012	0.22979	0.90638	0.31673	1
