Gene	beta	fdr	dataset	hit	UP	DOWN
POU3F4	-0.03602	0.9733	top5	NOT	0	0
POU4F1	-0.040058	0.9733	top5	NOT	0	0
POU4F2	-0.095776	0.89621	top5	NOT	0	0
POU4F3	-0.024038	0.98304	top5	NOT	0	0
POU5F1	0.06653	0.96139	top5	NOT	0	0
POU5F1B	0.022541	0.99488	top5	NOT	0	0
POU5F2	0.032692	0.98784	top5	NOT	0	0
POU6F1	-0.074753	0.94157	top5	NOT	0	0
POU6F2	0.064375	0.96371	top5	NOT	0	0
PP2D1	-0.10344	0.87052	top5	NOT	0	0
PPA1	-0.12828	0.7985	top5	NOT	0	0
PPA2	0.080298	0.95115	top5	NOT	0	0
PPAN	-0.43061	0.028571	top5	DOWN	0	1
PPAN-P2RY11	-0.32111	0.7963	top5	NOT	0	0
PPAP2A	-0.11555	0.84402	top5	NOT	0	0
PPAP2B	-0.033408	0.97519	top5	NOT	0	0
PPAP2C	-0.072873	0.94421	top5	NOT	0	0
PPAPDC1A	0.23408	0.31728	top5	NOT	0	0
PPAPDC1B	-0.10541	0.86644	top5	NOT	0	0
PPAPDC2	0.0053229	0.99927	top5	NOT	0	0
PPAPDC3	-0.07639	0.93774	top5	NOT	0	0
PPARA	-0.014975	0.99126	top5	NOT	0	0
PPARD	0.021610999999999998	0.99354	top5	NOT	0	0
PPARG	0.094613	0.93036	top5	NOT	0	0
PPARGC1A	0.028223	0.99126	top5	NOT	0	0
PPARGC1B	0.027111	0.9915	top5	NOT	0	0
PPAT	0.2153	0.39086	top5	NOT	0	0
PPBP	0.066663	0.96138	top5	NOT	0	0
PPCDC	-0.041598	0.97149	top5	NOT	0	0
PPCS	-0.026137	0.98282	top5	NOT	0	0
PPDPF	0.0095386	0.99927	top5	NOT	0	0
PPEF1	-0.061723	0.95627	top5	NOT	0	0
PPEF2	0.052733	0.9733	top5	NOT	0	0
PPFIA1	-0.017051	0.98793	top5	NOT	0	0
PPFIA2	0.018141	0.99778	top5	NOT	0	0
PPFIA3	0.040316	0.98282	top5	NOT	0	0
PPFIA4	0.073486	0.95782	top5	NOT	0	0
PPFIBP1	0.076571	0.95627	top5	NOT	0	0
PPFIBP2	0.013746	0.99848	top5	NOT	0	0
PPHLN1	-0.039843	0.9733	top5	NOT	0	0
PPIA	0.040357	0.98282	top5	NOT	0	0
PPIAL4G	-1.0747	0.28922	top5	NOT	0	0
PPIB	0.0437	0.9807	top5	NOT	0	0
PPIC	0.010942	0.99927	top5	NOT	0	0
PPID	0.054058	0.9733	top5	NOT	0	0
PPIE	-0.10745	0.8649	top5	NOT	0	0
PPIF	4.5756e-4	0.99848	top5	NOT	0	0
PPIG	0.041914	0.98282	top5	NOT	0	0
PPIH	0.20922	0.42178	top5	NOT	0	0
PPIL1	0.045772	0.9785	top5	NOT	0	0
PPIL2	-0.067004	0.95115	top5	NOT	0	0
PPIL3	0.17519	0.60055	top5	NOT	0	0
PPIL4	-0.15038	0.67468	top5	NOT	0	0
PPIL6	0.018067	0.99778	top5	NOT	0	0
PPIP5K1	0.10964	0.89621	top5	NOT	0	0
PPIP5K2	-0.074775	0.94155	top5	NOT	0	0
PPL	0.044647	0.98027	top5	NOT	0	0
PPM1A	-0.067989	0.95098	top5	NOT	0	0
PPM1B	0.020486999999999998	0.99488	top5	NOT	0	0
PPM1D	-0.12771	0.7985	top5	NOT	0	0
PPM1E	-0.071631	0.94635	top5	NOT	0	0
PPM1F	0.11517	0.87659	top5	NOT	0	0
PPM1G	-0.044325	0.96817	top5	NOT	0	0
PPM1H	0.15406	0.72884	top5	NOT	0	0
PPM1J	0.1583	0.70684	top5	NOT	0	0
PPM1K	0.094647	0.93036	top5	NOT	0	0
PPM1L	0.056003	0.97149	top5	NOT	0	0
PPM1M	0.098753	0.92592	top5	NOT	0	0
PPM1N	-0.014075	0.99126	top5	NOT	0	0
PPME1	0.053062	0.9733	top5	NOT	0	0
PPOX	-0.019492	0.98711	top5	NOT	0	0
PPP1CA	-0.021982	0.98522	top5	NOT	0	0
PPP1CB	0.34997	0.060606	top5	UP	1	0
PPP1CC	0.18878	0.53538	top5	NOT	0	0
PPP1R10	0.089352	0.93916	top5	NOT	0	0
PPP1R11	0.049725	0.97519	top5	NOT	0	0
PPP1R12A	0.24036	0.28922	top5	NOT	0	0
PPP1R12B	0.030999	0.99126	top5	NOT	0	0
PPP1R12C	-0.030369	0.97922	top5	NOT	0	0
PPP1R13B	-0.15255	0.66193	top5	NOT	0	0
PPP1R13L	0.070631	0.95903	top5	NOT	0	0
PPP1R14A	-0.036186	0.9733	top5	NOT	0	0
PPP1R14B	-0.0089262	0.99235	top5	NOT	0	0
PPP1R14C	-0.15309	0.65846	top5	NOT	0	0
PPP1R14D	-0.0039898	0.99763	top5	NOT	0	0
PPP1R15A	0.079174	0.95509	top5	NOT	0	0
PPP1R15B	0.097128	0.92888	top5	NOT	0	0
PPP1R16A	-0.054397	0.95903	top5	NOT	0	0
PPP1R16B	-0.023005	0.98405	top5	NOT	0	0
PPP1R17	0.030111	0.99126	top5	NOT	0	0
PPP1R18	-0.045499	0.96796	top5	NOT	0	0
PPP1R1A	-0.19512	0.43523	top5	NOT	0	0
PPP1R1B	-0.082859	0.92893	top5	NOT	0	0
PPP1R1C	0.0034187	0.99873	top5	NOT	0	0
PPP1R2	-0.0079949	0.99252	top5	NOT	0	0
PPP1R21	-8.569e-4	0.99801	top5	NOT	0	0
PPP1R26	-0.0031087	0.99778	top5	NOT	0	0
PPP1R27	-0.095573	0.89621	top5	NOT	0	0
PPP1R32	0.058436	0.96985	top5	NOT	0	0
PPP1R35	-0.053118	0.96065	top5	NOT	0	0
PPP1R36	0.13404	0.82273	top5	NOT	0	0
PPP1R37	0.028179	0.99126	top5	NOT	0	0
PPP1R3A	0.04887	0.97519	top5	NOT	0	0
PPP1R3B	-0.033352	0.97519	top5	NOT	0	0
PPP1R3C	-0.098361	0.8872	top5	NOT	0	0
PPP1R3D	0.045224	0.979	top5	NOT	0	0
PPP1R3E	0.044308	0.98046	top5	NOT	0	0
PPP1R3F	-0.081354	0.93036	top5	NOT	0	0
PPP1R3G	-0.07166	0.94635	top5	NOT	0	0
PPP1R42	0.17931	0.59538	top5	NOT	0	0
PPP1R7	-0.070505	0.94684	top5	NOT	0	0
PPP1R8	-0.18509	0.48111	top5	NOT	0	0
PPP1R9A	0.13615	0.81541	top5	NOT	0	0
PPP2CA	-0.095749	0.89621	top5	NOT	0	0
PPP2CB	0.034903000000000003	0.98702	top5	NOT	0	0
PPP2R1A	0.18004	0.59431	top5	NOT	0	0
PPP2R1B	-0.10005	0.8783	top5	NOT	0	0
PPP2R2A	0.20412	0.45662	top5	NOT	0	0
PPP2R2B	0.13799	0.80375	top5	NOT	0	0
PPP2R2C	0.16149	0.69064	top5	NOT	0	0
PPP2R3A	-0.10424	0.86976	top5	NOT	0	0
PPP2R3B	0.094385	0.93036	top5	NOT	0	0
PPP2R3C	0.32715	0.093333	top5	UP	1	0
PPP2R4	-0.21312	0.34286	top5	NOT	0	0
PPP2R5A	0.061177	0.9675	top5	NOT	0	0
PPP2R5B	0.17316	0.61318	top5	NOT	0	0
PPP2R5C	0.14111	0.79945	top5	NOT	0	0
PPP2R5D	-0.22303	0.31751	top5	NOT	0	0
PPP2R5E	-0.12092	0.82273	top5	NOT	0	0
PPP3CA	0.096971	0.92888	top5	NOT	0	0
PPP3CB	0.24623	0.27992	top5	NOT	0	0
PPP3CC	-0.028536	0.98092	top5	NOT	0	0
PPP3R1	-0.060478	0.95643	top5	NOT	0	0
PPP3R2	0.027359	0.9915	top5	NOT	0	0
PPP4C	-0.089887	0.91743	top5	NOT	0	0
PPP4R1	-0.15022	0.67468	top5	NOT	0	0
PPP4R2	-0.36183	0.42178	top5	NOT	0	0
PPP4R4	0.04594	0.97848	top5	NOT	0	0
PPP5C	-0.098469	0.88576	top5	NOT	0	0
PPP6C	0.17231	0.61614	top5	NOT	0	0
PPP6R1	-0.079927	0.93036	top5	NOT	0	0
PPP6R2	-0.014558	0.99126	top5	NOT	0	0
PPP6R3	-0.067558000000000007	0.95098	top5	NOT	0	0
PPRC1	-0.15522	0.64655	top5	NOT	0	0
PPT1	0.12622	0.85232	top5	NOT	0	0
PPT2	0.045984	0.97848	top5	NOT	0	0
PPTC7	-0.048228	0.96385	top5	NOT	0	0
PPWD1	-0.22979	0.29872	top5	NOT	0	0
PPY	-0.12864	0.7963	top5	NOT	0	0
PQBP1	0.17534	0.60055	top5	NOT	0	0
PQLC1	-0.041197	0.97163	top5	NOT	0	0
PQLC2	-0.27384	0.18241	top5	NOT	0	0
PQLC3	0.076414	0.95627	top5	NOT	0	0
PRAC1	0.10343	0.95903	top5	NOT	0	0
PRADC1	-0.10477	0.86647	top5	NOT	0	0
PRAF2	-0.022829	0.98462	top5	NOT	0	0
PRAM1	0.011833	0.99885	top5	NOT	0	0
PRAME	0.048262	0.97519	top5	NOT	0	0
PRAMEF1	0.157	0.8586	top5	NOT	0	0
PRAMEF10	-0.016703	0.99235	top5	NOT	0	0
PRAMEF11	-0.087975	0.9733	top5	NOT	0	0
PRAMEF12	0.018223	0.99778	top5	NOT	0	0
PRAMEF13	0.14354	0.95903	top5	NOT	0	0
PRAMEF18	-0.0019857	0.99848	top5	NOT	0	0
PRAMEF2	-0.13575	0.95643	top5	NOT	0	0
PRAMEF22	0.18589	0.86422	top5	NOT	0	0
PRAMEF4	-0.11159	0.96371	top5	NOT	0	0
PRAMEF5	0.22466	0.91046	top5	NOT	0	0
PRAMEF6	0.2089	0.92279	top5	NOT	0	0
PRAMEF7	-0.26923	0.85307	top5	NOT	0	0
PRAMEF8	-0.057411	0.96371	top5	NOT	0	0
PRAP1	-0.081029	0.93036	top5	NOT	0	0
PRB1	0.052634	0.98273	top5	NOT	0	0
PRB2	-0.021379	0.99126	top5	NOT	0	0
PRB4	0.20092	0.59413	top5	NOT	0	0
PRC1	-0.16374	0.59798	top5	NOT	0	0
PRCC	-0.034598	0.97519	top5	NOT	0	0
PRCD	-0.14916	0.91251	top5	NOT	0	0
PRCP	-0.042058	0.97091	top5	NOT	0	0
PRDM1	0.16403	0.6711	top5	NOT	0	0
PRDM10	-0.11244	0.85307	top5	NOT	0	0
PRDM11	0.069209	0.95903	top5	NOT	0	0
PRDM12	0.1074	0.90199	top5	NOT	0	0
PRDM13	0.0090917	0.99944	top5	NOT	0	0
PRDM14	-0.025368	0.98282	top5	NOT	0	0
PRDM15	-0.010409	0.99234	top5	NOT	0	0
PRDM16	0.11805	0.87042	top5	NOT	0	0
PRDM2	0.1313	0.83858	top5	NOT	0	0
PRDM4	-0.039678	0.9733	top5	NOT	0	0
PRDM5	-0.069074	0.9498	top5	NOT	0	0
PRDM6	-0.068825	0.9498	top5	NOT	0	0
PRDM7	0.029564	0.99126	top5	NOT	0	0
PRDM8	0.09732	0.92888	top5	NOT	0	0
PRDM9	0.095666	0.93036	top5	NOT	0	0
PRDX1	0.089572	0.93916	top5	NOT	0	0
PRDX2	0.072923	0.95879	top5	NOT	0	0
PRDX3	0.0057157	0.99927	top5	NOT	0	0
PRDX4	-0.018852	0.98722	top5	NOT	0	0
PRDX5	0.080169	0.95115	top5	NOT	0	0
PRDX6	-0.053626	0.95976	top5	NOT	0	0
PREB	-0.38297	0.040404	top5	DOWN	0	1
PRELID1	0.12372	0.92888	top5	NOT	0	0
PRELID2	0.13636	0.81541	top5	NOT	0	0
PRELP	-0.07291	0.94421	top5	NOT	0	0
PREP	-0.117	0.83979	top5	NOT	0	0
PREPL	0.11654	0.87052	top5	NOT	0	0
PREX1	0.070885	0.95903	top5	NOT	0	0
PREX2	0.049429	0.97519	top5	NOT	0	0
PRF1	0.046437	0.97725	top5	NOT	0	0
PRG2	-0.13846	0.74812	top5	NOT	0	0
PRG3	0.020315	0.99527	top5	NOT	0	0
PRG4	0.016817	0.99801	top5	NOT	0	0
PRH2	-0.044897	0.96817	top5	NOT	0	0
PRICKLE1	-0.16394	0.59639	top5	NOT	0	0
PRICKLE2	0.069378	0.95903	top5	NOT	0	0
PRICKLE3	0.05329	0.9733	top5	NOT	0	0
PRICKLE4	-0.065964	0.95115	top5	NOT	0	0
PRIM1	0.010931	0.99927	top5	NOT	0	0
PRIMA1	-0.015259	0.99126	top5	NOT	0	0
PRIMPOL	-0.081766	0.93036	top5	NOT	0	0
PRKAA1	0.030383	0.99126	top5	NOT	0	0
PRKAA2	-0.066869	0.95115	top5	NOT	0	0
PRKAB1	-0.024707	0.98282	top5	NOT	0	0
PRKAB2	-0.030535	0.979	top5	NOT	0	0
PRKACA	0.018032	0.99778	top5	NOT	0	0
PRKACB	0.084464	0.94684	top5	NOT	0	0
PRKACG	0.044232	0.9807	top5	NOT	0	0
PRKAG1	0.12881	0.84444	top5	NOT	0	0
PRKAG2	0.080462	0.95115	top5	NOT	0	0
PRKAG3	0.018283	0.99778	top5	NOT	0	0
PRKAR1A	-0.013275	0.99126	top5	NOT	0	0
PRKAR1B	-0.028784	0.9807	top5	NOT	0	0
PRKAR2A	-0.092884	0.90721	top5	NOT	0	0
PRKAR2B	-0.016233	0.98942	top5	NOT	0	0
PRKCA	0.046183	0.97765	top5	NOT	0	0
PRKCB	0.066238	0.96248	top5	NOT	0	0
PRKCD	-0.028852	0.9807	top5	NOT	0	0
PRKCDBP	-0.016934	0.98793	top5	NOT	0	0
PRKCE	-0.015903	0.99096	top5	NOT	0	0
PRKCG	-0.029388	0.9807	top5	NOT	0	0
PRKCH	-0.082434	0.93036	top5	NOT	0	0
PRKCI	-0.022133	0.98522	top5	NOT	0	0
PRKCQ	-0.050566	0.96371	top5	NOT	0	0
PRKCSH	0.083527	0.9498	top5	NOT	0	0
PRKCZ	0.1788	0.59538	top5	NOT	0	0
PRKD1	-0.061833	0.95627	top5	NOT	0	0
PRKD2	0.028736	0.99126	top5	NOT	0	0
PRKD3	-0.025739	0.98282	top5	NOT	0	0
PRKG1	-0.035861	0.9737	top5	NOT	0	0
PRKG2	-0.02275	0.98462	top5	NOT	0	0
PRKRA	0.3098	0.093333	top5	UP	1	0
PRKRIP1	0.10501	0.91224	top5	NOT	0	0
PRKRIR	-0.035458	0.97465	top5	NOT	0	0
PRKX	-0.05895	0.95788	top5	NOT	0	0
PRL	0.0062663	0.99927	top5	NOT	0	0
PRLH	-0.011879	0.9915	top5	NOT	0	0
PRLHR	-0.034351	0.97519	top5	NOT	0	0
PRLR	0.05661	0.97091	top5	NOT	0	0
PRM1	0.17109	0.88515	top5	NOT	0	0
PRM2	0.11544	0.87659	top5	NOT	0	0
PRMT1	-0.1714	0.55314	top5	NOT	0	0
PRMT10	0.099204	0.92529	top5	NOT	0	0
PRMT2	0.053939	0.9733	top5	NOT	0	0
PRMT3	-0.13007	0.78218	top5	NOT	0	0
PRMT5	0.030759	0.99126	top5	NOT	0	0
PRMT6	-0.018752	0.98722	top5	NOT	0	0
PRMT7	-0.0736	0.9426	top5	NOT	0	0
PRMT8	-0.032787	0.97565	top5	NOT	0	0
PRND	0.077349	0.95627	top5	NOT	0	0
PRNP	-0.067566	0.95098	top5	NOT	0	0
PROB1	-0.13277	0.77544	top5	NOT	0	0
PROC	-0.067713	0.95098	top5	NOT	0	0
PROCA1	-0.055585	0.95903	top5	NOT	0	0
PROCR	-0.045151	0.96804	top5	NOT	0	0
PRODH	0.14118	0.7985	top5	NOT	0	0
PRODH2	-0.09792	0.88765	top5	NOT	0	0
PROK1	0.042252	0.98282	top5	NOT	0	0
PROK2	-0.019805	0.98702	top5	NOT	0	0
PROKR1	-2.1357e-5	0.99848	top5	NOT	0	0
PROKR2	0.013365	0.99848	top5	NOT	0	0
PROL1	0.19577	0.50287	top5	NOT	0	0
PROM1	0.11681	0.87052	top5	NOT	0	0
PROM2	0.015382	0.99848	top5	NOT	0	0
PROP1	0.11423	0.8783	top5	NOT	0	0
PROS1	-0.16274	0.59832	top5	NOT	0	0
PROSC	-0.14381	0.71436	top5	NOT	0	0
PROSER1	0.11896	0.86644	top5	NOT	0	0
PROSER2	-0.0044426	0.99635	top5	NOT	0	0
PROX1	-0.10463	0.8678	top5	NOT	0	0
PROX2	-0.01409	0.99126	top5	NOT	0	0
PROZ	0.063609	0.96371	top5	NOT	0	0
PRPF18	-0.14755	0.69507	top5	NOT	0	0
PRPF19	-0.048407	0.96385	top5	NOT	0	0
PRPF3	0.011351	0.99908	top5	NOT	0	0
PRPF31	-0.16454	0.59538	top5	NOT	0	0
PRPF38A	0.018106	0.99778	top5	NOT	0	0
PRPF38B	0.10142	0.9195	top5	NOT	0	0
PRPF39	-0.068752	0.9498	top5	NOT	0	0
PRPF4	-0.44188	0.028571	top5	DOWN	0	1
PRPF40A	-0.0042125	0.99736	top5	NOT	0	0
PRPF40B	0.0031608	0.99873	top5	NOT	0	0
PRPF4B	-0.15521	0.64655	top5	NOT	0	0
PRPF6	-0.014313	0.99126	top5	NOT	0	0
PRPF8	0.59289	0	top5	UP	1	0
PRPH	-0.0077127	0.99252	top5	NOT	0	0
PRPH2	0.0231	0.99261	top5	NOT	0	0
PRPS1	0.0081258	1	top5	NOT	0	0
PRPS1L1	-0.09741	0.89166	top5	NOT	0	0
PRPS2	0.03568	0.98702	top5	NOT	0	0
PRPSAP1	0.05122	0.9733	top5	NOT	0	0
PRPSAP2	0.059625	0.96816	top5	NOT	0	0
PRR11	-0.10508	0.86644	top5	NOT	0	0
PRR12	-0.13496	0.76356	top5	NOT	0	0
PRR13	-0.13459	0.76356	top5	NOT	0	0
PRR14	-0.0077853	0.99252	top5	NOT	0	0
PRR14L	-0.034959	0.97519	top5	NOT	0	0
PRR15	-0.030967	0.9785	top5	NOT	0	0
PRR15L	0.009265	0.99927	top5	NOT	0	0
PRR16	-0.08613	0.92181	top5	NOT	0	0
PRR18	-0.0048435	0.9952	top5	NOT	0	0
PRR19	0.10337	0.91743	top5	NOT	0	0
PRR21	-0.044162	0.97519	top5	NOT	0	0
PRR22	0.033866	0.98722	top5	NOT	0	0
PRR23A	0.097784	0.9426	top5	NOT	0	0
PRR23B	0.12651	0.8783	top5	NOT	0	0
PRR23C	0.17686	0.59832	top5	NOT	0	0
PRR23D2	-0.034891	0.98282	top5	NOT	0	0
PRR24	-0.013077	0.99126	top5	NOT	0	0
PRR25	0.0067837	0.99927	top5	NOT	0	0
PRR3	0.0023306	0.99848	top5	NOT	0	0
PRR4	-0.067638	0.95098	top5	NOT	0	0
PRR5	0.026405	0.99234	top5	NOT	0	0
PRR5-ARHGAP8	-0.1003	0.96985	top5	NOT	0	0
PRR5L	-0.048891	0.96371	top5	NOT	0	0
PRR7	0.079972	0.95115	top5	NOT	0	0
PRR9	0.063001	0.96371	top5	NOT	0	0
PRRC1	0.067471	0.96065	top5	NOT	0	0
PRRC2A	-0.1053	0.86644	top5	NOT	0	0
PRRC2B	0.014435	0.99848	top5	NOT	0	0
PRRC2C	0.022393	0.99329	top5	NOT	0	0
PRRG1	-0.11848	0.8344	top5	NOT	0	0
PRRG2	0.073333	0.95788	top5	NOT	0	0
PRRG3	-0.20426	0.38353	top5	NOT	0	0
PRRG4	0.017266	0.99801	top5	NOT	0	0
PRRT1	-0.030652	0.97878	top5	NOT	0	0
PRRT2	-0.0046982	0.9961	top5	NOT	0	0
PRRT3	0.02203	0.99354	top5	NOT	0	0
PRRT4	0.072555	0.95903	top5	NOT	0	0
PRRX1	-0.079835	0.93036	top5	NOT	0	0
PRRX2	0.0023355	0.99848	top5	NOT	0	0
PRSS1	-0.064154	0.95627	top5	NOT	0	0
PRSS12	0.024845	0.99234	top5	NOT	0	0
PRSS16	0.02245	0.99329	top5	NOT	0	0
PRSS21	0.10689	0.90319	top5	NOT	0	0
PRSS22	0.0013546	0.99848	top5	NOT	0	0
PRSS23	0.028983	0.99126	top5	NOT	0	0
PRSS27	0.13917	0.80138	top5	NOT	0	0
PRSS3	-0.12094	0.82273	top5	NOT	0	0
PRSS33	0.11601	0.87266	top5	NOT	0	0
PRSS35	-0.053947	0.95976	top5	NOT	0	0
PRSS36	-0.039392	0.9733	top5	NOT	0	0
PRSS37	-0.048835	0.96371	top5	NOT	0	0
PRSS38	0.030715	0.99126	top5	NOT	0	0
PRSS42	-0.061123	0.95627	top5	NOT	0	0
PRSS45	-0.039228	0.9733	top5	NOT	0	0
PRSS46	0.089148	0.93916	top5	NOT	0	0
PRSS48	-0.081364	0.93036	top5	NOT	0	0
PRSS50	0.011576	0.99885	top5	NOT	0	0
PRSS53	0.08191	0.95098	top5	NOT	0	0
PRSS54	0.049364	0.97519	top5	NOT	0	0
PRSS55	-0.061081	0.95627	top5	NOT	0	0
PRSS57	-0.018218	0.9873	top5	NOT	0	0
PRSS58	-0.015837	0.99096	top5	NOT	0	0
PRSS8	0.0023992	0.99848	top5	NOT	0	0
PRTFDC1	0.070368	0.95903	top5	NOT	0	0
PRTG	0.065681	0.96371	top5	NOT	0	0
PRTN3	0.12652	0.84941	top5	NOT	0	0
PRUNE	0.10804	0.89998	top5	NOT	0	0
PRUNE2	0.0036071	0.99873	top5	NOT	0	0
PRX	0.067577	0.96065	top5	NOT	0	0
PSAP	-0.023733	0.98353	top5	NOT	0	0
PSAPL1	0.083578	0.9498	top5	NOT	0	0
PSAT1	0.052578	0.9733	top5	NOT	0	0
PSCA	-0.077279	0.93606	top5	NOT	0	0
PSD	-0.043519	0.97056	top5	NOT	0	0
PSD2	-0.094696	0.89901	top5	NOT	0	0
PSD3	-0.039352	0.9733	top5	NOT	0	0
PSD4	0.14974	0.75577	top5	NOT	0	0
PSEN1	7.1094e-4	0.99848	top5	NOT	0	0
PSEN2	-0.1221	0.81541	top5	NOT	0	0
PSENEN	-0.032156	0.97649	top5	NOT	0	0
PSG1	-0.050303	0.96817	top5	NOT	0	0
PSG11	0.16729	0.75082	top5	NOT	0	0
PSG2	0.043357	0.98702	top5	NOT	0	0
PSG3	0.065088	0.98027	top5	NOT	0	0
PSG4	-0.079667	0.95643	top5	NOT	0	0
PSG5	-0.14637	0.79145	top5	NOT	0	0
PSG6	-0.076295	0.93829	top5	NOT	0	0
PSG8	-0.013827	0.99186	top5	NOT	0	0
PSG9	0.0038286	0.99873	top5	NOT	0	0
PSIP1	-0.08039	0.93036	top5	NOT	0	0
PSKH1	-0.045785	0.96796	top5	NOT	0	0
PSKH2	-0.027013	0.98282	top5	NOT	0	0
PSMA1	-0.076384	0.93774	top5	NOT	0	0
PSMA2	0.68327	0	top5	UP	1	0
PSMA3	-0.59169	0	top5	DOWN	0	1
PSMA4	-0.27079	0.19182	top5	NOT	0	0
PSMA5	0.34242	0.082759	top5	UP	1	0
PSMA6	-0.23734	0.28343	top5	NOT	0	0
PSMA7	-0.070201	0.94865	top5	NOT	0	0
PSMA8	0.10358	0.91743	top5	NOT	0	0
PSMB1	0.13081	0.8389	top5	NOT	0	0
PSMB10	0.18737	0.54748	top5	NOT	0	0
PSMB11	-0.0082212	0.99235	top5	NOT	0	0
PSMB2	0.012295	0.99873	top5	NOT	0	0
PSMB3	-4.2127e-5	0.99848	top5	NOT	0	0
PSMB4	-0.13307	0.77493	top5	NOT	0	0
PSMB5	0.41883	0.033333	top5	UP	1	0
PSMB6	-0.3726	0.04902	top5	DOWN	0	1
PSMB7	0.15007	0.7543	top5	NOT	0	0
PSMB8	-0.15395	0.65534	top5	NOT	0	0
PSMB9	-0.24326	0.27412	top5	NOT	0	0
PSMC1	0.16023	0.69962	top5	NOT	0	0
PSMC2	-0.047165	0.96663	top5	NOT	0	0
PSMC3	0.051294	0.9733	top5	NOT	0	0
PSMC3IP	0.049133	0.97519	top5	NOT	0	0
PSMC4	0.38225	0.052174	top5	UP	1	0
PSMC5	0.096468	0.93036	top5	NOT	0	0
PSMC6	0.15975	0.70113	top5	NOT	0	0
PSMD1	0.028906	0.99126	top5	NOT	0	0
PSMD10	-0.0063977	0.99354	top5	NOT	0	0
PSMD11	0.0030291	0.9986	top5	NOT	0	0
PSMD12	-0.10061	0.87822	top5	NOT	0	0
PSMD13	0.48287	0.028571	top5	UP	1	0
PSMD14	-0.0052041	0.99455	top5	NOT	0	0
PSMD2	0.27435	0.19749	top5	NOT	0	0
PSMD3	0.087302	0.9426	top5	NOT	0	0
PSMD4	0.055589	0.97163	top5	NOT	0	0
PSMD5	-0.066074	0.95115	top5	NOT	0	0
PSMD6	-0.010401	0.99234	top5	NOT	0	0
PSMD7	0.27267	0.19817	top5	NOT	0	0
PSMD8	-0.010555	0.99234	top5	NOT	0	0
PSMD9	-0.1481	0.69064	top5	NOT	0	0
PSME1	-0.096884	0.89178	top5	NOT	0	0
PSME2	-4.5789e-5	0.99848	top5	NOT	0	0
PSME3	-0.11445	0.84574	top5	NOT	0	0
PSME4	-0.15393	0.65534	top5	NOT	0	0
PSMF1	0.10942	0.89621	top5	NOT	0	0
PSMG1	-0.14348	0.71798	top5	NOT	0	0
PSMG2	0.095846	0.93036	top5	NOT	0	0
PSMG3	0.13092	0.83858	top5	NOT	0	0
PSMG4	-0.20986	0.35169	top5	NOT	0	0
PSORS1C1	0.019069	0.99778	top5	NOT	0	0
PSORS1C2	-0.024871	0.98282	top5	NOT	0	0
PSPC1	-0.1782	0.51647	top5	NOT	0	0
PSPH	0.0087684	0.99944	top5	NOT	0	0
PSPN	0.03195	0.98858	top5	NOT	0	0
PSRC1	0.076411	0.95627	top5	NOT	0	0
PSTK	0.036184	0.98609	top5	NOT	0	0
PSTPIP1	-0.017462	0.98784	top5	NOT	0	0
PSTPIP2	0.023362	0.99252	top5	NOT	0	0
PTAFR	0.050265	0.97512	top5	NOT	0	0
PTAR1	-0.36159	0.053846	top5	DOWN	0	1
PTBP1	-0.30596	0.093333	top5	DOWN	0	1
PTBP2	0.12637	0.84941	top5	NOT	0	0
PTBP3	0.028324	0.99126	top5	NOT	0	0
PTCD2	-0.15793	0.62209	top5	NOT	0	0
PTCD3	0.17559	0.60055	top5	NOT	0	0
PTCH1	0.014662	0.99848	top5	NOT	0	0
PTCH2	0.13763	0.80807	top5	NOT	0	0
PTCHD1	-0.016906	0.98793	top5	NOT	0	0
PTCHD2	0.022548	0.99329	top5	NOT	0	0
PTCHD3	-0.019503	0.98711	top5	NOT	0	0
PTCHD4	-0.02467	0.98282	top5	NOT	0	0
PTCRA	-0.059973	0.95643	top5	NOT	0	0
PTDSS1	-0.024008	0.98304	top5	NOT	0	0
PTDSS2	0.026042	0.99234	top5	NOT	0	0
PTEN	-0.14499	0.70684	top5	NOT	0	0
PTER	0.07502	0.95627	top5	NOT	0	0
PTF1A	-0.11469	0.84574	top5	NOT	0	0
PTGDR	0.036387	0.98583	top5	NOT	0	0
PTGDR2	-0.0739	0.9426	top5	NOT	0	0
PTGDS	-0.078973	0.93339	top5	NOT	0	0
PTGER1	0.090089	0.93829	top5	NOT	0	0
PTGER2	0.020059	0.9961	top5	NOT	0	0
PTGER3	0.099706	0.92215	top5	NOT	0	0
PTGER4	-0.12225	0.81541	top5	NOT	0	0
PTGES	-0.084507	0.92592	top5	NOT	0	0
PTGES2	-0.048512	0.96385	top5	NOT	0	0
PTGES3	-0.0067587	0.99337	top5	NOT	0	0
PTGES3L	-0.047695	0.96396	top5	NOT	0	0
PTGES3L-AARSD1	-0.18179	0.85777	top5	NOT	0	0
PTGFR	-0.022194	0.98522	top5	NOT	0	0
PTGFRN	0.11377	0.8783	top5	NOT	0	0
PTGIR	-0.01169	0.99185	top5	NOT	0	0
PTGIS	-0.021853	0.98552	top5	NOT	0	0
PTGR1	0.085514	0.94635	top5	NOT	0	0
PTGR2	-0.0024893	0.99797	top5	NOT	0	0
PTGS1	-0.0012966	0.99801	top5	NOT	0	0
PTGS2	0.026607	0.99234	top5	NOT	0	0
PTH	0.054182	0.9733	top5	NOT	0	0
