Gene	beta	fdr	dataset	hit
GSPT1	0.12999	0.84175	top5	NOT
GSPT2	-0.024822	0.98282	top5	NOT
GSR	-0.12282	0.81541	top5	NOT
GSS	-0.027286	0.98282	top5	NOT
GSTA1	0.2145	0.9195	top5	NOT
GSTA2	-0.064543	0.98215	top5	NOT
GSTA3	-0.12285	0.86233	top5	NOT
GSTA4	-0.046029	0.9675	top5	NOT
GSTA5	-0.063802	0.95627	top5	NOT
GSTCD	0.070482	0.95903	top5	NOT
GSTK1	0.020097	0.9961	top5	NOT
GSTM1	0.02365	0.99848	top5	NOT
GSTM2	0.016031	0.99843	top5	NOT
GSTM3	0.026845	0.99187	top5	NOT
GSTM4	0.030675	0.99126	top5	NOT
GSTM5	0.15449	0.86275	top5	NOT
GSTO1	0.074027	0.95643	top5	NOT
GSTO2	-0.027293	0.98282	top5	NOT
GSTP1	-0.12052	0.82273	top5	NOT
GSTT1	-0.050018	0.96371	top5	NOT
GSTT2B	0.081374	0.97163	top5	NOT
GSTZ1	0.024388	0.99235	top5	NOT
GSX1	-0.064836	0.95559	top5	NOT
GSX2	0.024784	0.99234	top5	NOT
GTDC1	0.055668	0.97163	top5	NOT
GTF2A1	0.023027	0.99261	top5	NOT
GTF2A1L	0.10077	0.92058	top5	NOT
GTF2A2	0.20022	0.47422	top5	NOT
GTF2B	0.2073	0.43523	top5	NOT
GTF2E1	-0.0053322	0.99442	top5	NOT
GTF2E2	0.23235	0.31728	top5	NOT
GTF2F1	-0.1416	0.72723	top5	NOT
GTF2F2	-0.034956	0.97519	top5	NOT
GTF2H1	0.10604	0.90769	top5	NOT
GTF2H2	0.15818	0.91667	top5	NOT
GTF2H2C	-0.20114	0.92079	top5	NOT
GTF2H3	0.057568	0.9709	top5	NOT
GTF2H4	-0.18941	0.46603	top5	NOT
GTF2H5	-0.0049757	0.99778	top5	NOT
GTF2I	-0.0010532	0.99801	top5	NOT
GTF2IRD1	0.037778	0.98421	top5	NOT
GTF2IRD2	-0.053726	0.97317	top5	NOT
GTF2IRD2B	0.021732	0.99354	top5	NOT
GTF3A	0.14661	0.77198	top5	NOT
GTF3C1	0.12931	0.84185	top5	NOT
GTF3C2	0.14056	0.79977	top5	NOT
GTF3C3	-0.028628	0.98092	top5	NOT
GTF3C4	-0.04149	0.97149	top5	NOT
GTF3C5	0.30038	0.10345	top5	NOT
GTF3C6	-0.10958	0.85903	top5	NOT
GTPBP1	0.085693	0.94569	top5	NOT
GTPBP10	-0.30745	0.093333	top5	DOWN
GTPBP2	-0.033011	0.97519	top5	NOT
GTPBP3	0.067248	0.96065	top5	NOT
GTPBP4	0.039313	0.98282	top5	NOT
GTPBP8	-0.022646	0.98475	top5	NOT
GTSCR1	-0.09421	0.90116	top5	NOT
GTSE1	0.032957	0.98752	top5	NOT
GTSF1	-0.056194	0.95903	top5	NOT
GTSF1L	0.025932	0.99234	top5	NOT
GUCA1A	-0.11477	0.84574	top5	NOT
GUCA1B	-0.038232	0.9733	top5	NOT
GUCA1C	-0.12843	0.79639	top5	NOT
GUCA2A	-0.0051755	0.99455	top5	NOT
GUCA2B	-0.062639	0.95627	top5	NOT
GUCD1	-0.062172	0.95627	top5	NOT
GUCY1A2	-0.058409	0.95903	top5	NOT
GUCY1A3	0.10274	0.91749	top5	NOT
GUCY1B3	0.062218999999999997	0.96385	top5	NOT
GUCY2C	0.03985	0.98282	top5	NOT
GUCY2D	0.026378	0.99234	top5	NOT
GUCY2F	-0.02093	0.9866	top5	NOT
GUF1	0.086232	0.9448	top5	NOT
GUK1	0.019461	0.99763	top5	NOT
GULP1	-0.014668	0.99126	top5	NOT
GUSB	0.17991	0.59431	top5	NOT
GXYLT1	-0.074659	0.94216	top5	NOT
GXYLT2	-0.036729	0.9733	top5	NOT
GYG1	-0.060999	0.95627	top5	NOT
GYG2	0.022819	0.99287	top5	NOT
GYLTL1B	0.022363	0.99337	top5	NOT
GYPA	0.1681	0.74812	top5	NOT
GYPB	0.046339	0.98475	top5	NOT
GYPC	-0.060937	0.95627	top5	NOT
GYPE	-0.032797	0.99126	top5	NOT
GYS1	0.10165	0.9195	top5	NOT
GYS2	-0.016505	0.98897	top5	NOT
GZF1	-0.028309	0.98194	top5	NOT
GZMA	-0.24105	0.27966	top5	NOT
GZMB	0.0068011	0.99927	top5	NOT
GZMH	0.095407	0.93036	top5	NOT
GZMK	0.04974	0.97519	top5	NOT
GZMM	0.019145	0.99769	top5	NOT
H1F0	0.068099	0.96006	top5	NOT
H1FNT	0.0095752	0.99927	top5	NOT
H1FOO	0.056449	0.97091	top5	NOT
H1FX	0.027179	0.9915	top5	NOT
H2AFB1	0.0033262	0.99927	top5	NOT
H2AFB3	-0.1076	0.8648	top5	NOT
H2AFJ	-0.1725	0.5502	top5	NOT
H2AFV	0.05709	0.97091	top5	NOT
H2AFX	0.13942	0.84896	top5	NOT
H2AFY	0.15737	0.71288	top5	NOT
H2AFY2	0.011478	0.99897	top5	NOT
H2AFZ	-0.23975	0.27966	top5	NOT
H2BFM	-0.022085	0.98522	top5	NOT
H2BFWT	-0.061995	0.95627	top5	NOT
H3F3A	-0.43258	0.62612	top5	NOT
H3F3B	-0.039126	0.97519	top5	NOT
H3F3C	-0.01196	0.99234	top5	NOT
H6PD	0.028708	0.99126	top5	NOT
HAAO	0.02728	0.9915	top5	NOT
HABP2	0.14023	0.8	top5	NOT
HABP4	-0.014823	0.99126	top5	NOT
HACE1	0.22264	0.35565	top5	NOT
HACL1	-0.026339	0.98282	top5	NOT
HADH	0.043896	0.9807	top5	NOT
HADHA	0.021682	0.99354	top5	NOT
HADHB	-0.040032	0.9733	top5	NOT
HAGH	-0.15572	0.64317	top5	NOT
HAGHL	0.032384	0.98793	top5	NOT
HAL	-0.057167	0.95903	top5	NOT
HAMP	0.19664	0.49903	top5	NOT
HAND1	-0.0030576	0.99778	top5	NOT
HAND2	0.053481	0.9733	top5	NOT
HAO1	-0.023625	0.98386	top5	NOT
HAO2	0.18505	0.55805	top5	NOT
HAP1	-0.073403	0.9426	top5	NOT
HAPLN1	-1.2476e-4	0.99848	top5	NOT
HAPLN2	0.098817	0.92592	top5	NOT
HAPLN3	0.0024862	0.99848	top5	NOT
HAPLN4	0.012865	0.9986	top5	NOT
HARBI1	0.24301	0.28405	top5	NOT
HARS	0.091536	0.93591	top5	NOT
HARS2	0.050487	0.9748	top5	NOT
HAS1	-0.074805	0.94137	top5	NOT
HAS2	0.070641	0.95903	top5	NOT
HAS3	0.01826	0.99778	top5	NOT
HAT1	0.052045	0.9733	top5	NOT
HAUS1	0.085816	0.94554	top5	NOT
HAUS2	-0.012893	0.99126	top5	NOT
HAUS3	-0.17463	0.54384	top5	NOT
HAUS4	0.084872	0.94684	top5	NOT
HAUS5	0.1928	0.51499	top5	NOT
HAUS6	-0.12494	0.80353	top5	NOT
HAUS7	-0.026329	0.98282	top5	NOT
HAUS8	-0.052228	0.96136	top5	NOT
HAVCR1	0.029704	0.99126	top5	NOT
HAVCR2	0.10077	0.92058	top5	NOT
HAX1	0.23371	0.31728	top5	NOT
HBB	0.051931	0.98282	top5	NOT
HBD	0.0081905	0.99972	top5	NOT
HBE1	-0.11975	0.82977	top5	NOT
HBEGF	-0.026989	0.98282	top5	NOT
HBG1	0.049369	0.9915	top5	NOT
HBG2	0.060771	0.98793	top5	NOT
HBM	0.011579	0.99885	top5	NOT
HBP1	-0.13606	0.75912	top5	NOT
HBQ1	-0.019507	0.98711	top5	NOT
HBS1L	0.04787	0.97519	top5	NOT
HBZ	0.0061791	0.99927	top5	NOT
HCAR1	-0.020581	0.98702	top5	NOT
HCAR2	0.02429	0.99354	top5	NOT
HCAR3	-0.023841	0.9866	top5	NOT
HCCS	-0.19167	0.45604	top5	NOT
HCFC1	0.094474	0.93036	top5	NOT
HCFC1R1	0.010634	0.99927	top5	NOT
HCFC2	-0.12342	0.8133	top5	NOT
HCK	-0.152	0.66373	top5	NOT
HCLS1	0.010029	0.99927	top5	NOT
HCN1	-0.0029694	0.99778	top5	NOT
HCN2	0.081697	0.95098	top5	NOT
HCN3	-0.0048348	0.9952	top5	NOT
HCN4	-0.020978	0.9866	top5	NOT
HCRT	-0.0067161	0.99337	top5	NOT
HCRTR1	0.003568	0.99873	top5	NOT
HCRTR2	-0.055264	0.95903	top5	NOT
HCST	-0.061694	0.95627	top5	NOT
HDAC1	0.032669	0.98784	top5	NOT
HDAC10	0.036945	0.98522	top5	NOT
HDAC11	0.19425	0.5141	top5	NOT
HDAC2	0.20188	0.46681	top5	NOT
HDAC3	0.57038	0	top5	UP
HDAC4	-0.099715	0.87936	top5	NOT
HDAC5	-0.10136	0.87659	top5	NOT
HDAC6	0.025241	0.99234	top5	NOT
HDAC7	0.068303	0.95976	top5	NOT
HDAC8	-0.1401	0.73459	top5	NOT
HDAC9	0.1228	0.86083	top5	NOT
HDC	0.036696	0.98552	top5	NOT
HDDC2	0.20318	0.46294	top5	NOT
HDDC3	-0.0084107	0.99235	top5	NOT
HDGF	0.090278	0.93774	top5	NOT
HDGFL1	-0.11219	0.85307	top5	NOT
HDGFRP2	0.14584	0.77544	top5	NOT
HDGFRP3	0.20454	0.45614	top5	NOT
HDHD1	-0.029536	0.9807	top5	NOT
HDHD2	0.1395	0.8	top5	NOT
HDHD3	0.095514	0.93036	top5	NOT
HDLBP	0.066193	0.96262	top5	NOT
HDX	0.077111	0.95627	top5	NOT
HEATR1	-0.2071	0.36997	top5	NOT
HEATR2	-0.0049585	0.99488	top5	NOT
HEATR3	-0.12782	0.7985	top5	NOT
HEATR4	0.0068022000000000004	0.99927	top5	NOT
HEATR5B	-0.08765	0.91993	top5	NOT
HEATR6	-0.057683	0.95903	top5	NOT
HEBP1	-0.048667	0.96371	top5	NOT
HEBP2	0.011972	0.99873	top5	NOT
HECA	-0.034328	0.97519	top5	NOT
HECTD1	-0.045628	0.96796	top5	NOT
HECTD2	-0.052958	0.96065	top5	NOT
HECTD3	0.076636	0.95627	top5	NOT
HECW1	-0.098142	0.8872	top5	NOT
HECW2	0.044424	0.98027	top5	NOT
HEG1	-0.059396	0.95672	top5	NOT
HELB	-0.11611	0.84175	top5	NOT
HELLS	-0.0050694	0.99488	top5	NOT
HELQ	-0.0084988	0.99235	top5	NOT
HELT	0.043221999999999997	0.98101	top5	NOT
HELZ	-0.0097698	0.99234	top5	NOT
HELZ2	-0.15393	0.65534	top5	NOT
HEMGN	-0.046011	0.96771	top5	NOT
HEMK1	0.11441	0.87822	top5	NOT
HENMT1	-0.0095085	0.99234	top5	NOT
HEPACAM	0.079404	0.95377	top5	NOT
HEPACAM2	0.022099	0.99354	top5	NOT
HEPH	0.05872	0.96847	top5	NOT
HEPHL1	0.075657	0.95627	top5	NOT
HEPN1	-0.1373	0.75233	top5	NOT
HERC1	0.016995	0.99801	top5	NOT
HERC2	-0.10216	0.87154	top5	NOT
HERC3	-0.15236	0.66193	top5	NOT
HERC4	0.057206	0.9709	top5	NOT
HERC5	-0.080025	0.93036	top5	NOT
HERC6	-0.026251	0.98282	top5	NOT
HERPUD1	0.053721	0.9733	top5	NOT
HERPUD2	0.02969	0.99126	top5	NOT
HES1	-0.20075	0.40293	top5	NOT
HES2	-0.0015303	0.99801	top5	NOT
HES3	0.049823	0.97519	top5	NOT
HES4	0.019366	0.99763	top5	NOT
HES5	-0.020148	0.98702	top5	NOT
HES6	0.067577	0.96065	top5	NOT
HES7	0.15192	0.74104	top5	NOT
HESX1	-0.13987	0.73572	top5	NOT
HEXA	0.01089	0.99927	top5	NOT
HEXB	0.14576	0.77544	top5	NOT
HEXDC	0.065465	0.96371	top5	NOT
HEXIM1	-0.27664	0.17568	top5	NOT
HEXIM2	-0.067201	0.95115	top5	NOT
HEY1	0.033829	0.98722	top5	NOT
HEY2	-0.0024756	0.99797	top5	NOT
HEYL	-0.032357	0.97636	top5	NOT
HFE	-0.036041	0.9733	top5	NOT
HFE2	0.038222	0.98405	top5	NOT
HFM1	0.13401	0.82273	top5	NOT
HGD	-0.10829	0.86275	top5	NOT
HGF	0.0030003	0.9986	top5	NOT
HGFAC	-0.010701	0.99234	top5	NOT
HGS	-0.43983	0.028571	top5	DOWN
HGSNAT	0.12	0.86644	top5	NOT
HHAT	0.11146	0.88768	top5	NOT
HHATL	0.095086	0.93036	top5	NOT
HHEX	0.086944	0.94283	top5	NOT
HHIP	0.0087062	0.99944	top5	NOT
HHIPL1	0.074594	0.95643	top5	NOT
HHIPL2	-0.11192	0.85307	top5	NOT
HHLA2	-0.043359	0.97056	top5	NOT
HHLA3	-0.11216	0.85307	top5	NOT
HIAT1	0.022938	0.99261	top5	NOT
HIATL1	-0.080781	0.93036	top5	NOT
HIBADH	0.055935	0.97149	top5	NOT
HIBCH	-0.041928	0.97091	top5	NOT
HIC1	-0.069409	0.9498	top5	NOT
HIC2	0.0077765	0.9995	top5	NOT
HID1	0.075998	0.95627	top5	NOT
HIF1A	0.18577	0.55314	top5	NOT
HIF1AN	0.091193	0.93602	top5	NOT
HIF3A	-0.092281	0.90992	top5	NOT
HIGD1A	-0.045096	0.97519	top5	NOT
HIGD1B	-0.028788	0.9807	top5	NOT
HIGD1C	-0.047201	0.9663	top5	NOT
HIGD2A	-0.18478	0.48167	top5	NOT
HILPDA	-0.28616	0.59538	top5	NOT
HINFP	0.13627	0.81541	top5	NOT
HINT1	0.12011	0.86644	top5	NOT
HINT2	0.055387	0.97173	top5	NOT
HINT3	-0.060871	0.95627	top5	NOT
HIP1	0.023335	0.99252	top5	NOT
HIP1R	0.027262	0.9915	top5	NOT
HIPK1	-0.012895	0.99126	top5	NOT
HIPK3	-0.029838	0.98046	top5	NOT
HIPK4	-0.14168	0.72627	top5	NOT
HIRA	-0.29876	0.11111	top5	NOT
HIRIP3	-0.0097165	0.99234	top5	NOT
HIST1H1A	-0.19265	0.44568	top5	NOT
HIST1H1B	0.047942	0.97519	top5	NOT
HIST1H1C	0.077391	0.95627	top5	NOT
HIST1H1D	-0.067229	0.95098	top5	NOT
HIST1H1E	-0.075692	0.93916	top5	NOT
HIST1H1T	-0.050207	0.96371	top5	NOT
HIST1H2AA	6.4906e-4	0.99848	top5	NOT
HIST1H2AB	0.030037	0.99234	top5	NOT
HIST1H2AC	-0.082609	0.9426	top5	NOT
HIST1H2AD	-0.17314	0.66193	top5	NOT
HIST1H2AE	0.087122	0.9426	top5	NOT
HIST1H2AG	-0.13915	0.86644	top5	NOT
HIST1H2AH	-0.19489	0.57154	top5	NOT
HIST1H2AJ	0.25105	0.51499	top5	NOT
HIST1H2AK	0.13003	0.84175	top5	NOT
HIST1H2AL	-0.26056	0.46744	top5	NOT
HIST1H2AM	0.12404	0.85593	top5	NOT
HIST1H2BA	-0.12748	0.79977	top5	NOT
HIST1H2BB	-0.26683	0.44036	top5	NOT
HIST1H2BC	0.061351	0.9733	top5	NOT
HIST1H2BD	-0.1221	0.86275	top5	NOT
HIST1H2BE	-0.14546	0.85903	top5	NOT
HIST1H2BF	0.30323	0.81415	top5	NOT
HIST1H2BG	-0.16578	0.59431	top5	NOT
HIST1H2BH	-0.19505	0.57121	top5	NOT
HIST1H2BI	-0.019947	0.99126	top5	NOT
HIST1H2BJ	0.030033	0.9915	top5	NOT
HIST1H2BK	-0.020351	0.99234	top5	NOT
HIST1H2BL	0.18791	0.76693	top5	NOT
HIST1H2BM	-0.060674	0.95976	top5	NOT
HIST1H2BN	-0.11718	0.94569	top5	NOT
HIST1H2BO	-0.17896	0.63155	top5	NOT
HIST1H3A	-0.15145	0.66744	top5	NOT
HIST1H3B	-0.24691	0.27146	top5	NOT
HIST1H3C	-0.057156	0.95903	top5	NOT
HIST1H3D	-0.20126	0.39506	top5	NOT
HIST1H3E	0.0015325	0.99848	top5	NOT
HIST1H3F	-0.078349	0.93498	top5	NOT
HIST1H3G	-0.1359	0.76022	top5	NOT
HIST1H3H	-0.12791	0.7985	top5	NOT
HIST1H3I	-0.065653	0.95325	top5	NOT
HIST1H3J	-0.037264	0.97519	top5	NOT
HIST1H4A	0.055368	0.97194	top5	NOT
HIST1H4B	0.071995	0.95903	top5	NOT
HIST1H4C	-0.0365	0.9733	top5	NOT
HIST1H4D	-0.12065	0.82273	top5	NOT
HIST1H4E	0.012808	0.99872	top5	NOT
HIST1H4F	-0.077618	0.93602	top5	NOT
HIST1H4G	-0.077147	0.93666	top5	NOT
HIST1H4H	-0.10208	0.87215	top5	NOT
HIST1H4I	-0.085316	0.93916	top5	NOT
HIST1H4J	-0.40338	0.1391	top5	NOT
HIST1H4K	-0.16757	0.80221	top5	NOT
HIST1H4L	-0.038076	0.9733	top5	NOT
HIST2H2AA4	0.15737	0.95627	top5	NOT
HIST2H2AB	0.042892	0.98215	top5	NOT
HIST2H2AC	0.22668	0.46751	top5	NOT
HIST2H2BE	0.19402	0.93498	top5	NOT
HIST2H2BF	-0.5386	0.53149	top5	NOT
HIST2H3C	-0.25719	0.66782	top5	NOT
HIST2H3D	-0.36836	0.40931	top5	NOT
HIST2H4B	-0.17435	0.86644	top5	NOT
HIST3H2A	-0.024887	0.98282	top5	NOT
HIST3H2BB	-5.557e-4	0.99848	top5	NOT
HIST3H3	0.20456	0.69853	top5	NOT
HIST4H4	0.039856	0.98282	top5	NOT
HIVEP1	-0.15999	0.61226	top5	NOT
HIVEP2	-0.0070831	0.99322	top5	NOT
HIVEP3	0.042392	0.98282	top5	NOT
HJURP	0.21809	0.37219	top5	NOT
HK1	-0.097644	0.89004	top5	NOT
HK2	-0.052957	0.96065	top5	NOT
HK3	-0.055336	0.95903	top5	NOT
HKDC1	0.025134	0.99234	top5	NOT
HKR1	-0.037097	0.9733	top5	NOT
HLA-A	-0.14315	0.72037	top5	NOT
HLA-B	-0.067585	0.95098	top5	NOT
HLA-C	-0.04277	0.9709	top5	NOT
HLA-DMA	0.13459	0.82245	top5	NOT
HLA-DMB	-0.016043	0.99052	top5	NOT
HLA-DOA	-0.1046	0.86783	top5	NOT
HLA-DOB	-0.0296	0.9807	top5	NOT
HLA-DPA1	-0.040745	0.97163	top5	NOT
HLA-DPB1	-0.051332	0.96362	top5	NOT
HLA-DQA1	-0.0082766	0.99235	top5	NOT
HLA-DQA2	-0.041046	0.97163	top5	NOT
HLA-DQB1	0.058459	0.96985	top5	NOT
HLA-DQB2	0.0095821	0.99927	top5	NOT
HLA-DRA	0.041013	0.98282	top5	NOT
HLA-DRB1	-0.0048825	0.99778	top5	NOT
HLA-DRB5	-0.089961	0.95098	top5	NOT
HLA-E	-0.075397	0.93916	top5	NOT
HLA-F	-0.034272	0.97519	top5	NOT
HLA-G	-0.14424	0.71086	top5	NOT
HLCS	0.034412	0.98722	top5	NOT
HLF	0.022571	0.99322	top5	NOT
HLTF	-0.038493	0.9733	top5	NOT
HLX	0.0090524	0.99944	top5	NOT
HM13	0.21418	0.39157	top5	NOT
HMBOX1	0.060304	0.96796	top5	NOT
HMBS	0.044694	0.98027	top5	NOT
HMCES	-0.14688	0.69853	top5	NOT
HMCN1	-0.055402	0.95903	top5	NOT
HMG20A	0.064432	0.96371	top5	NOT
HMG20B	0.18467	0.55866	top5	NOT
HMGA1	-0.22385	0.31728	top5	NOT
HMGA2	-0.04076	0.97163	top5	NOT
HMGB1	0.22745	0.78058	top5	NOT
HMGB2	0.052119	0.9733	top5	NOT
HMGB3	0.084576	0.96065	top5	NOT
HMGB4	0.068574	0.95974	top5	NOT
HMGCL	0.091361	0.93602	top5	NOT
HMGCLL1	0.012026	0.99873	top5	NOT
HMGCR	0.026398	0.99234	top5	NOT
HMGCS1	0.25621	0.2629	top5	NOT
HMGCS2	0.051755	0.9733	top5	NOT
HMGN1	-0.14602	0.95627	top5	NOT
HMGN2	0.051126	0.98702	top5	NOT
HMGN3	-0.074871	0.94096	top5	NOT
HMGN4	-0.077721	0.9498	top5	NOT
HMGN5	0.023824	0.99235	top5	NOT
HMGXB3	0.083564	0.9498	top5	NOT
HMGXB4	0.083814	0.94865	top5	NOT
HMHA1	0.04847	0.97519	top5	NOT
HMHB1	0.50755	0.52572	top5	NOT
HMMR	0.14443	0.78113	top5	NOT
HMOX1	0.121	0.86549	top5	NOT
HMOX2	-0.0011045	0.99801	top5	NOT
HMP19	-0.061157	0.95627	top5	NOT
HMSD	0.11326	0.88074	top5	NOT
HMX1	-0.061216	0.95627	top5	NOT
HMX2	0.037826	0.98405	top5	NOT
HMX3	0.055041	0.9733	top5	NOT
HN1	-0.073339	0.9426	top5	NOT
HN1L	-0.078455	0.93498	top5	NOT
HNF1A	-0.15004	0.67524	top5	NOT
HNF1B	-0.073709	0.9426	top5	NOT
HNF4A	-0.069113	0.9498	top5	NOT
HNF4G	0.12149	0.86275	top5	NOT
HNMT	0.16233	0.68785	top5	NOT
HNRNPA0	-0.036934	0.9733	top5	NOT
HNRNPA1	0.10455	0.91256	top5	NOT
HNRNPA1L2	-0.16392	0.59668	top5	NOT
HNRNPA2B1	0.19364	0.51484	top5	NOT
HNRNPA3	0.087536	0.9426	top5	NOT
HNRNPAB	-0.01997	0.98702	top5	NOT
HNRNPC	-0.13415	0.76491	top5	NOT
HNRNPCL1	0.054965	0.9733	top5	NOT
HNRNPD	0.22381	0.35035	top5	NOT
HNRNPDL	-0.048383	0.96385	top5	NOT
HNRNPF	-0.062206	0.95627	top5	NOT
HNRNPH1	-0.35768	0.053846	top5	DOWN
HNRNPH2	-0.022464	0.98475	top5	NOT
HNRNPH3	0.048685	0.97519	top5	NOT
HNRNPK	0.19529	0.50523	top5	NOT
HNRNPL	-0.035552	0.97408	top5	NOT
HNRNPLL	0.023937	0.99235	top5	NOT
HNRNPM	0.088058	0.9426	top5	NOT
HNRNPR	-0.025272	0.98282	top5	NOT
HNRNPU	0.076783	0.95627	top5	NOT
HNRNPUL1	-0.077305	0.93603	top5	NOT
HNRNPUL2	-0.010256	0.99234	top5	NOT
HOGA1	0.046184	0.97765	top5	NOT
HOMER1	-0.060324	0.95643	top5	NOT
HOMER2	0.087465	0.9426	top5	NOT
HOMER3	0.090527	0.93746	top5	NOT
HOMEZ	0.12756	0.84668	top5	NOT
HOOK1	0.053861	0.9733	top5	NOT
HOOK2	0.1476	0.76481	top5	NOT
HOOK3	0.069538	0.95903	top5	NOT
HOPX	0.041173	0.98282	top5	NOT
HORMAD1	0.13935	0.80138	top5	NOT
HORMAD2	0.018736	0.99778	top5	NOT
HOXA1	-0.043578	0.9704	top5	NOT
HOXA10	-0.10381	0.87052	top5	NOT
HOXA11	0.04635	0.97736	top5	NOT
HOXA13	0.042694	0.98273	top5	NOT
HOXA2	-0.040959	0.97163	top5	NOT
HOXA3	-0.0082441	0.99235	top5	NOT
HOXA4	-0.042399	0.97091	top5	NOT
HOXA5	-0.013529	0.99126	top5	NOT
HOXA6	0.0084721	0.99944	top5	NOT
HOXA7	0.018763	0.99778	top5	NOT
HOXA9	0.087891	0.9426	top5	NOT
HOXB1	-0.09695	0.89178	top5	NOT
HOXB13	0.0042334	0.99885	top5	NOT
HOXB2	-0.019692	0.98702	top5	NOT
HOXB3	-0.023005	0.98405	top5	NOT
HOXB4	0.20505	0.45193	top5	NOT
HOXB5	-0.12259	0.81541	top5	NOT
HOXB6	-0.014785	0.99126	top5	NOT
HOXB7	-0.083288	0.92888	top5	NOT
HOXB8	0.089992	0.93829	top5	NOT
HOXB9	0.0078321	0.99967	top5	NOT
HOXC10	-0.069041	0.9498	top5	NOT
HOXC11	-0.071454	0.94684	top5	NOT
HOXC12	-0.070246	0.94865	top5	NOT
HOXC13	0.082151	0.95098	top5	NOT
HOXC4	-0.0096277	0.99234	top5	NOT
HOXC5	0.025842	0.99234	top5	NOT
HOXC6	0.0031787	0.99873	top5	NOT
HOXC8	-0.10242	0.87052	top5	NOT
HOXC9	-0.037888	0.9733	top5	NOT
HOXD1	0.080737	0.95115	top5	NOT
HOXD10	-0.010627	0.99234	top5	NOT
HOXD11	-0.0062868	0.99354	top5	NOT
HOXD12	-0.060136	0.95643	top5	NOT
HOXD13	-0.067947	0.95098	top5	NOT
HOXD3	0.05037	0.97484	top5	NOT
HOXD4	0.074125	0.95643	top5	NOT
HOXD8	0.022304	0.99337	top5	NOT
HOXD9	-0.02468	0.98282	top5	NOT
HP	0.091244	0.95098	top5	NOT
HP1BP3	-0.019984	0.98702	top5	NOT
HPCA	0.061141	0.9675	top5	NOT
HPCAL1	0.10904	0.89621	top5	NOT
HPCAL4	5.7765e-4	0.99848	top5	NOT
HPD	0.060359	0.96796	top5	NOT
HPDL	-0.017011	0.98793	top5	NOT
HPGD	-0.020224	0.98702	top5	NOT
HPGDS	-0.0068678	0.99336	top5	NOT
HPN	0.030516	0.99126	top5	NOT
HPR	0.18759	0.77007	top5	NOT
HPRT1	0.079589	0.95325	top5	NOT
HPS1	0.068416	0.95976	top5	NOT
HPS3	0.036844	0.98522	top5	NOT
HPS4	0.02471	0.99234	top5	NOT
HPS5	0.01772	0.99801	top5	NOT
HPS6	-0.085126	0.92485	top5	NOT
HPSE	0.043572	0.9807	top5	NOT
HPSE2	-7.253e-4	0.99801	top5	NOT
HPX	0.17609	0.59832	top5	NOT
HR	0.011622	0.99885	top5	NOT
HRAS	-0.10954	0.85903	top5	NOT
HRASLS	-0.063285	0.95627	top5	NOT
HRASLS2	-0.01154	0.99186	top5	NOT
HRASLS5	-0.10896	0.86244	top5	NOT
HRC	0.13319	0.83064	top5	NOT
HRCT1	0.0968	0.92953	top5	NOT
HRG	-0.066014	0.95115	top5	NOT
HRH1	-0.20631	0.37032	top5	NOT
HRH2	0.022364	0.99337	top5	NOT
HRH3	0.015101	0.99848	top5	NOT
HRH4	0.069857	0.95903	top5	NOT
HRK	0.030811	0.99126	top5	NOT
HRNR	-0.021778	0.98552	top5	NOT
HRSP12	-0.053103	0.96065	top5	NOT
HS1BP3	-0.0040041	0.99763	top5	NOT
HS2ST1	0.046312	0.97736	top5	NOT
HS3ST1	-0.081545	0.93036	top5	NOT
HS3ST2	-0.031537	0.97725	top5	NOT
HS3ST3A1	0.051339	0.9733	top5	NOT
HS3ST3B1	0.035587	0.98702	top5	NOT
HS3ST4	0.14181	0.7963	top5	NOT
HS3ST5	-3.0005e-4	0.99848	top5	NOT
HS3ST6	0.058969	0.96817	top5	NOT
HS6ST1	-0.09433	0.90029	top5	NOT
HS6ST2	-0.0081122	0.99242	top5	NOT
HS6ST3	-0.031712	0.97725	top5	NOT
HSBP1	-0.058387	0.96985	top5	NOT
HSBP1L1	-0.088494	0.91936	top5	NOT
HSCB	-0.0036055	0.99778	top5	NOT
HSD11B1	0.19421	0.51484	top5	NOT
HSD11B1L	-0.0095498	0.99234	top5	NOT
HSD11B2	-0.043618	0.97028	top5	NOT
HSD17B1	-0.024264	0.98282	top5	NOT
HSD17B10	0.051722	0.9733	top5	NOT
HSD17B11	-0.038907	0.9733	top5	NOT
HSD17B12	0.23379	0.31728	top5	NOT
HSD17B13	-0.021907	0.98522	top5	NOT
HSD17B14	-0.011896	0.9915	top5	NOT
HSD17B2	-0.075596	0.93916	top5	NOT
HSD17B3	-0.017973	0.98752	top5	NOT
HSD17B4	0.02381	0.99235	top5	NOT
HSD17B6	-0.0068883	0.99329	top5	NOT
HSD17B7	-0.01267	0.99126	top5	NOT
HSD17B8	-0.037013	0.9733	top5	NOT
HSD3B1	-0.046741	0.9675	top5	NOT
HSD3B2	0.10937	0.89621	top5	NOT
HSD3B7	-0.0024242	0.99801	top5	NOT
HSDL1	-0.12382	0.81183	top5	NOT
HSDL2	-0.1835	0.49707	top5	NOT
HSF1	0.22711	0.34238	top5	NOT
HSF2	0.14845	0.76259	top5	NOT
HSF2BP	0.089288	0.93916	top5	NOT
HSF4	-0.038335	0.9733	top5	NOT
HSF5	0.037393	0.98475	top5	NOT
